Molecule.ChEMBL.ID,Smiles,Standard.Type,Standard.Relation,Standard.Value,Standard.Units,Molecular.Weight,AlogP
CHEMBL4176563,CC1=C(c2cccc(O)c2)C(c2ccc(OCCN3CCC(C)CC3)cc2)Oc2ccc(O)cc21,IC50,'=',0.2,nM,471.6,6.27
CHEMBL238960,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2c(OCCCCN3CCCCC3)cccc12,IC50,'=',23,nM,553.75,6.87
CHEMBL455215,O/N=C/c1ccc(-c2ccc(O)cc2)cc1F,IC50,'=',795,nM,231.23,3.01
CHEMBL250110,CC1=CC2=CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CC1,IC50,'=',110,nM,286.46,4.87
CHEMBL398456,C=C[C@]12CCC(C)=CC1=CC[C@H]1[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]12,IC50,'=',1440,nM,298.47,5.03
CHEMBL3589367,O=C(O)CCCCCCC(=O)Nc1ccc(C2=C(c3ccc(O)cc3)C3CC(S(=O)(=O)Oc4cccc5ccccc45)C2O3)cc1,IC50,'=',130,nM,641.74,6.77
CHEMBL3589354,COc1ccc(OS(=O)(=O)C2CC3OC2C(c2ccc(NC(=O)CCCCCCC(=O)O)cc2)=C3c2ccc(O)cc2)cc1,IC50,'=',115600,nM,621.71,5.62
CHEMBL4161120,Clc1cc2nc(-c3cc4ccccc4n3Cc3ccccc3)[nH]c2cc1Cl,IC50,'=',76.73,nM,392.29,6.54
CHEMBL393278,C[C@]12CC[C@H]3[C@@H](CC[C@H]4[C@H]5CCC[C@]43CC[C@@H]5O)[C@@H]1CC[C@@H]2O,IC50,'=',4990,nM,318.5,4.14
CHEMBL391795,CC[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,IC50,'=',2330,nM,304.47,4.06
CHEMBL378990,CC12CCC(=O)C(Br)=C1c1ccc3[nH]ncc3c1C2,IC50,'=',1990,nM,317.19,3.59
CHEMBL215409,CC[C@@]12CCC(=O)C(C(F)(F)F)=C1c1ccc3[nH]ncc3c1C2=O,IC50,'=',58,nM,334.3,3.83
CHEMBL379566,CCC12CCC(=O)C(C)=C1c1ccc3[nH]nc(Br)c3c1C2,IC50,'=',5880,nM,345.24,4.41
CHEMBL4078392,C/C(=C\C(=O)O)c1ccc(Oc2c(-c3ccc(O)cc3)sc3cc(O)ccc23)cc1,IC50,'=',316,nM,418.47,6.26
CHEMBL2401849,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)Cc2ccc(NC(=O)CCCCCCC(=O)NO)cc2)cc1)c1ccccc1,IC50,'=',127,nM,633.83,8.35
CHEMBL4241527,COc1ccc(-c2nc(Cl)cc(Oc3ccc(OCCN(C)C)cc3)n2)cc1,IC50,'=',5960,nM,399.88,4.54
CHEMBL315761,Oc1ccc2c(c1)S[C@H](c1ccco1)[C@H](c1ccc(OCCN3CCCCC3)cc1)O2,IC50,'=',35,nM,437.56,5.82
CHEMBL183467,C[C@@H]1CN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C[C@H]1C,IC50,'=',0.4,nM,477.63,6.03
CHEMBL4458123,COc1cc(N2CCN(CCCCCOc3ccc([C@@H]4c5ccc(O)cc5CC[C@@H]4c4ccccc4)cc3)CC2)cc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2,IC50,'=',0.49,nM,742.92,6.4
CHEMBL4204624,O=C(NCCCOc1ccc(C(=C2C3CC4CC(C3)CC2C4)c2ccc(O)cc2)cc1)C12CC3CC(CC(C3)C1)C2,IC50,'=',3,nM,551.77,7.75
CHEMBL381720,Cc1c(O)cc(O)c2c(=O)n(-c3ccc(O)cc3)cnc12,IC50,'=',15297,nM,284.27,1.81
CHEMBL203340,Cc1c(O)c(Cl)cc2c1c(=O)oc1c(Cl)c(O)ccc12,IC50,'=',524,nM,311.12,3.97
CHEMBL206546,Cc1c(O)ccc2c1c(=O)oc1c(F)c(O)ccc12,IC50,'=',1580,nM,260.22,2.8
CHEMBL383753,Cc1c(O)ccc2c1oc(=O)c1c(C)c(NS(C)(=O)=O)ccc12,IC50,'=',4258,nM,333.37,2.64
CHEMBL239723,CN1CC(c2ccc(O)cc2)Cc2ccc(O)cc21,IC50,'=',2950,nM,255.32,2.87
CHEMBL347560,CN(CCCc1ccc(Cl)cc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCN(CCO)CC2)n1,IC50,'=',30,nM,526.09,3.07
CHEMBL372030,Cc1c(O)ccc2cc(-c3ccc(O)cc3)ccc12,IC50,'=',282,nM,250.3,4.23
CHEMBL9352,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,IC50,'=',75302,nM,272.26,2.51
CHEMBL460647,CC(C)=CCc1c(O)cc(O)c2c1OC(c1ccc(O)cc1)CC2=O,IC50,'=',57,nM,340.38,4.02
CHEMBL188527,Oc1ccc2nc(-c3cccc4ccccc34)oc2c1,IC50,'=',1880,nM,261.28,4.35
CHEMBL183367,Oc1ccc2c(-c3nc4cc(O)ccc4o3)cccc2c1,IC50,'=',153,nM,277.28,4.06
CHEMBL211953,CCC1=C2c3ccc4[nH]ncc4c3CC2(CC)CCC1=O,IC50,'=',223,nM,280.37,4.04
CHEMBL425246,CC[C@@]12CCC(=O)C(Cl)=C1c1ccc3[nH]ncc3c1C2,IC50,'=',470,nM,286.76,3.83
CHEMBL388473,O=C1c2ccc(O)cc2C(=O)N1c1cccc(O)c1,IC50,'=',2900,nM,255.23,1.9
CHEMBL195371,Oc1ccc2c(c1)sc1c3ccccc3n(Cc3ccc(OCCN4CCCCCC4)cc3)c21,IC50,'=',18,nM,470.64,7.02
CHEMBL264216,Oc1ccc2c(c1)sc1c3cc(O)ccc3n(Cc3ccc(OCCN4CCCCCC4)cc3)c21,IC50,'=',3.34,nM,486.64,6.72
CHEMBL370282,Oc1ccc2c(c1)sc1c3cc(O)ccc3n(Cc3ccc(OCCN4CCOCC4)cc3)c21,IC50,'=',10,nM,474.58,5.18
CHEMBL361063,C=Cc1cc(O)cc2nc(-c3ccc(O)cc3C)oc12,IC50,'=',1116,nM,267.28,3.86
CHEMBL4448178,Cc1ccccc1C(=O)c1sc2cc(O)ccc2c1Oc1ccc(OC2CN(CCCF)C2)cc1,IC50,'=',2.57,nM,491.58,6.36
CHEMBL3099429,CCCOC(=O)[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,IC50,'=',92,nM,342.48,4.82
CHEMBL425941,O=c1c2c(-c3ccccc3)cc(O)cc2ncn1-c1ccc(O)cc1,IC50,'=',101544,nM,330.34,3.46
CHEMBL3827692,COc1ccc2c(c1)C(=O)c1c-2n(-c2ccc(OCCN3CCCC3)cc2)c(=O)c2cc(OC)ccc12,IC50,'=',17700,nM,496.56,4.69
CHEMBL3957546,CCN(CC)CCOc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(O)cc2)cc1,IC50,'=',875,nM,482.06,5.84
CHEMBL92335,Cc1cc2c(cc1O)O[C@H](c1ccc(OCCN3CCCCC3)cc1)[C@H](c1ccc(O)cc1)S2,IC50,'=',34.9,nM,477.63,6.24
CHEMBL235497,COC(=O)C1=C(N)Oc2cc(O)ccc2C1c1ccc(OCc2ccc(C)cc2)cc1,IC50,'=',56,nM,417.46,4.15
CHEMBL3427402,Cc1cc(OC(F)(F)F)ccc1-c1c(Oc2ccc(/C=C/C(=O)O)cc2)c2ccc(O)cc2oc1=O,IC50,'=',0.5,nM,498.41,6.26
CHEMBL492875,CC(C)CNc1nc(CCc2ccccc2)cc(N(C)CC(C)C)n1,IC50,'=',5500,nM,340.51,4.42
CHEMBL495326,CC(C)CNc1nc(CCc2cccc3ccccc23)cc(N(C)CC(C)C)n1,IC50,'=',4400,nM,390.58,5.58
CHEMBL425194,COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,IC50,'=',11000,nM,300.4,3.83
CHEMBL592043,O=c1oc2cc(O)ccc2c(C(F)(F)F)c1Cc1ccccc1,IC50,'=',1000,nM,320.27,4.11
CHEMBL589158,Cc1cccc(SCc2cc(=O)oc3cc(O)ccc23)n1,IC50,'=',50000,nM,299.35,3.49
CHEMBL78567,O=c1c2oc3c(Br)cc(O)cc3c2oc2cc(O)cc(O)c12,IC50,'=',1260,nM,363.12,3.57
CHEMBL1628170,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](Sc4ccc(/C=C/C(=O)O)cc4)[C@H]3[C@@H]1CC[C@@H]2O,IC50,'=',46,nM,450.6,5.48
CHEMBL382632,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43CO)C1CC[C@@H]2O,IC50,'=',6324,nM,306.45,2.64
CHEMBL369991,CC/C=C\[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,IC50,'=',3042,nM,330.51,4.62
CHEMBL199599,Cn1cccc1-c1nc2ccccc2n1-c1ccc(O)cc1,IC50,'=',2940,nM,289.34,3.74
CHEMBL1231453,Oc1ccc(C2(c3ccc(O)cc3)CCCCC2)cc1,IC50,'=',520,nM,268.36,4.35
CHEMBL365484,OCCC1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)CC1,IC50,'=',7.3,nM,507.65,5.54
CHEMBL181944,C[C@@H](CN1CCCC1)Oc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,IC50,'=',2.5,nM,463.6,5.93
CHEMBL187115,COc1cc(O)c(C#N)c2cc(-c3ccc(O)cc3)oc12,IC50,'=',1650,nM,281.27,3.39
CHEMBL391910,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2ccccc12,IC50,'=',1,nM,398.51,5.22
CHEMBL123025,Oc1ccc([C@H]2Sc3cc(O)ccc3S[C@H]2c2ccc(OCCN3CCCC3)c(Br)c2)cc1,IC50,'=',4,nM,544.54,7.02
CHEMBL2112470,CC[C@](C)(c1ccccc1)[C@@H](c1ccc(O)cc1)c1ccc(OCCCC(=O)O)cc1,IC50,'=',6000,nM,418.53,6.14
CHEMBL92027,Oc1cccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCOCC3)cc2)c1,IC50,'=',4.7,nM,465.57,4.78
CHEMBL249700,C=C1C=C2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CC1,IC50,'=',640,nM,286.46,4.87
CHEMBL4101848,CC(C)c1ccc(N2CCc3cc(O)ccc3[C@]2(c2ccc(/C=C/C(=O)O)cc2)C(F)F)cc1,IC50,'=',77,nM,463.52,6.18
CHEMBL4077512,Cn1nnnc1/C=C/c1ccc(C2(C)c3ccc(O)cc3CCN2c2ccc(F)cc2)cc1,IC50,'=',1409,nM,441.51,4.55
CHEMBL4074375,CC1(c2ccc(CCC(=O)O)cc2)c2ccc(O)cc2CCN1c1ccc(F)cc1,IC50,'=',219,nM,405.47,4.87
CHEMBL341367,Oc1cccc([C@H]2Sc3cc(O)ccc3S[C@H]2c2ccc(OCCN3CCCCC3)cc2)c1,IC50,'=',15,nM,479.67,6.64
CHEMBL4165041,COc1ccc2c(Nc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(F)cc3)c(=O)oc2c1,IC50,'=',7960,nM,488.56,6.22
CHEMBL4170100,O=c1oc2cc(O)ccc2c(Oc2ccc(OCCN3CCCC3)cc2)c1-c1ccc(O)cc1,IC50,'=',6840,nM,459.5,5.14
CHEMBL4749445,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(NC3CN(CCCF)C3)c(F)n2)N1CC(F)(F)F,IC50,'=',0.1995,nM,494.51,4.45
CHEMBL4225680,CN1CCN(C(=O)/C=C/c2ccc(C3=C(c4ccc(O)cc4)CCOc4cc(F)ccc43)cc2)CC1,IC50,'=',57,nM,484.57,5.06
CHEMBL4225599,COc1ccc2c(c1)OCCC(c1ccc(O)cc1)=C2c1ccc(OCC(=O)O)cc1,IC50,'=',429,nM,418.45,4.61
CHEMBL4779838,CC/C(=C(/c1ccc(/C=C/C(=O)O)cc1)c1cc2ccccc2[nH]1)c1ccc(Cl)cc1C(F)(F)F,IC50,'=',2,nM,495.93,8.31
CHEMBL126164,Oc1ccc([C@H]2Sc3cc(O)ccc3S[C@H]2c2ccc(OCCN3CCCC3)cc2)cc1,IC50,'=',18,nM,465.64,6.25
CHEMBL4159755,CC1=C(c2cccc(O)c2)C(c2ccc(OC[C@H](C)N3CCC3)cc2)Oc2ccc(O)cc21,IC50,'=',0.9,nM,443.54,5.64
CHEMBL4164447,CC1=C(c2cccc(O)c2)C(c2ccc(OC[C@H](C)N3CCCCCC3)cc2)Oc2ccc(O)cc21,IC50,'=',0.2,nM,485.62,6.81
CHEMBL4171078,CC1=C(c2cccc(O)c2)C(c2ccc(OCCN3CCCCCC3)cc2)Oc2ccc(O)cc21,IC50,'=',0.2,nM,471.6,6.42
CHEMBL1584646,N#CC1=C(N)OC2=C(CCC/C2=C/c2ccoc2)C1c1ccoc1,IC50,'=',10033.52,nM,320.35,4.2
CHEMBL219577,CC(C)Cc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,IC50,'=',80,nM,328.36,3.71
CHEMBL3622364,CCN(Cc1ccc(C(=O)N2CCc3ccc(OS(N)(=O)=O)cc3C2)cc1)Cc1ccccn1,IC50,'=',3100,nM,480.59,2.88
CHEMBL93586,O=C(/C=C/c1ccc(N2CCc3cc(O)ccc3C2c2ccccc2)cc1)N1CCOCC1,IC50,'=',5.9,nM,440.54,4.42
CHEMBL187663,CC(C)c1cc(O)cc2nc(-c3ccc(O)cc3)oc12,IC50,'=',1200,nM,269.3,4.03
CHEMBL183084,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCC(F)CC3)cc2)cc1,IC50,'=',2.5,nM,481.59,5.88
CHEMBL242818,Cc1cc(O)ccc1N1C(=O)c2ccc(O)cc2C1=O,IC50,'=',802,nM,269.26,2.21
CHEMBL234733,COc1ccc(N2C(=O)c3ccc(O)cc3C2=O)c(OC)c1,IC50,'=',2470,nM,299.28,2.21
CHEMBL249903,C=C[C@]12CCC(CC)=CC1=CC[C@H]1[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]12,IC50,'=',3110,nM,312.5,5.42
CHEMBL398455,C=C[C@]12CC[C@](C)(O)CC1=CC[C@H]1[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]12,IC50,'=',5300,nM,316.49,4.23
CHEMBL202738,O=c1c2c(O)cc(O)cc2ncn1-c1cccc(O)c1,IC50,'=',43814,nM,270.24,1.5
CHEMBL206336,Cc1cc(O)cc2ncn(-c3ccc(O)cc3)c(=O)c12,IC50,'=',9635,nM,268.27,2.11
CHEMBL4241973,CCN(CC)CCOc1ccc(Oc2cc(Cl)nc(-c3ccc(OC)cc3)n2)cc1,IC50,'=',5130,nM,427.93,5.32
CHEMBL382598,CCCN(c1ccccc1C(F)(F)F)S(=O)(=O)c1ccc(O)cc1,IC50,'=',54,nM,359.37,4.02
CHEMBL3774642,CCCCCCCCCC(=O)Oc1ccc(/C(=C(/C)c2ccccc2)c2ccc(OCCN3CCCCC3)cc2)cc1,IC50,'=',81,nM,567.81,9.58
CHEMBL1627353,C[C@]12CC[C@@H]3c4ccc(O)cc4C(O)[C@@H](Sc4ccc(Br)cc4)[C@H]3[C@@H]1CC[C@@H]2O,IC50,'=',397,nM,475.45,5.63
CHEMBL1348377,Cc1cc(C)nc(NC(=O)CSc2nn(C)c(=S)s2)n1,IC50,'=',8766.96,nM,327.46,2.35
CHEMBL1466913,COc1ccc(NC2=NC(=O)S/C2=C\c2ccc(N(C)C)cc2)cc1,IC50,'=',33330.16,nM,353.45,4.48
CHEMBL4648503,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCN3CC(C(F)F)C3)cc2F)N1CC(C)(C)F,IC50,'=',0.09,nM,521.57,6.11
CHEMBL4640074,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OC3CN(C[C@H]4C[C@H]4F)C3)cc2F)N1CC(C)(C)F,IC50,'=',0.56,nM,515.6,5.95
CHEMBL3109601,Cc1ccc2c(C(Nc3ccc(Cl)cc3)c3ccccc3Cl)c(C)[nH]c2c1,IC50,'=',26200,nM,395.33,7.29
CHEMBL185083,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC4(CCC4)C3)cc2)cc1,IC50,'=',0.4,nM,475.61,5.93
CHEMBL365625,N#CCc1cc(O)ccc1-c1noc2cc(O)ccc12,IC50,'=',717,nM,266.26,2.97
CHEMBL189303,C=CCc1cc(O)cc2nc(-c3ccc(O)c(F)c3)oc12,IC50,'=',1100,nM,285.27,3.77
CHEMBL362349,Oc1ccc2oc(-c3ccc(O)c(Cl)c3)nc2c1,IC50,'=',5280,nM,261.66,3.56
CHEMBL189287,Oc1ccc(-c2nc3cc(O)ccc3o2)c(O)c1,IC50,'=',190,nM,243.22,2.61
CHEMBL187311,Cc1cc(O)ccc1-c1nc2cc(O)cc(Br)c2o1,IC50,'=',44,nM,320.14,3.98
CHEMBL188792,COc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,IC50,'=',2557,nM,257.25,2.91
CHEMBL364176,N#Cc1cc(O)cc2nc(-c3ccc(O)c(F)c3)oc12,IC50,'=',1435,nM,270.22,2.92
CHEMBL189039,Oc1ccc(-c2nc3cc(O)cc(CBr)c3o2)cc1,IC50,'=',2975,nM,320.14,3.8
CHEMBL183263,CC(C)[C@@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1,IC50,'=',0.7,nM,491.65,6.56
CHEMBL4214332,CC1(C)CC(=O)C2=C(C1)OC1=C(C(=O)CCC1)C2c1cc2ccccc2n1Cc1ccccc1,IC50,'=',18410,nM,451.57,6.45
CHEMBL4228954,CCCC(CCC)(c1ccc(O)c(C)c1)c1cccs1,IC50,'=',4677,nM,288.46,5.65
CHEMBL4226152,CCCC(CCC)(c1ccc(O)c(C)c1)c1c[nH]c2cc(OCc3ccccc3)ccc12,IC50,'=',613,nM,427.59,7.65
CHEMBL3774510,C[C@H](CF)CN1[C@H](c2c(F)cc(/C=C/C(=O)O)cc2F)c2ccc(O)cc2CC1(C)C,IC50,'=',1.6,nM,433.47,5.1
CHEMBL1434961,O=C(CCCCCn1c(=S)[nH]c2ccccc2c1=O)N1CCN(c2ccc(C(F)(F)F)cc2)CC1,IC50,'=',42830,nM,504.58,4.99
CHEMBL282575,C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,IC50,'=',65,nM,376.5,5.12
CHEMBL4070669,CN(C)CCNC(=O)/C=C/c1ccc(C(=C2C3CC4CC(C3)CC2C4)c2ccc(O)cc2)cc1,IC50,'=',2.9,nM,456.63,5.34
CHEMBL4228649,O=C(O)/C=C/c1ccc(C2=C(c3ccc(O)cc3)CCOc3cc(F)ccc32)cc1,IC50,'=',14,nM,402.42,5.37
CHEMBL4548012,CC1=C(c2ccc(F)cc2)[C@@H](c2ccc(OCCN3CC(CF)C3)cc2)Oc2ccc(O)cc21,IC50,'=',15,nM,463.52,5.88
CHEMBL4212447,O=S(=O)(Oc1ccccc1Cl)C1CC2OC1C(c1ccc(/C=C/c3cc(O)cc(O)c3)cc1)=C2c1ccc(O)cc1,IC50,'=',166,nM,589.07,6.49
CHEMBL4203290,O=S(=O)(Oc1ccc(/C=C/c2ccccc2)cc1)C1CC2OC1C(c1ccc(O)cc1)=C2c1ccc(O)cc1,IC50,'=',149,nM,538.62,6.13
CHEMBL4202758,COc1cc(/C=C/c2ccc(OS(=O)(=O)[C@H]3C[C@H]4O[C@@H]3C(c3ccc(O)cc3)=C4c3ccc(O)cc3)cc2)cc(OC)c1,IC50,'=',27,nM,598.67,6.14
CHEMBL83060,Oc1ccc2c(c1)S[C@H](c1cccnc1)[C@H](c1ccc(OCCN3CCCCC3)cc1)O2,IC50,'=',542,nM,448.59,5.62
CHEMBL25228,O=C1c2ccccc2C(=O)C12C(c1ccc(O)cc1)=Cc1cc(O)ccc12,IC50,'=',91,nM,354.36,3.97
CHEMBL241300,CC(CCc1ccccc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2ccccc12,IC50,'=',11,nM,382.51,5.51
CHEMBL4202433,O=S(=O)(Oc1ccc(O)cc1)C1CC2OC1C(c1ccc(/C=C/c3cc(O)cc(O)c3)cc1)=C2c1ccc(O)cc1,IC50,'=',54,nM,570.62,5.54
CHEMBL312186,O=c1c2c(O)cc(O)cc2oc2oc3cc(O)ccc3c12,IC50,'=',28,nM,284.22,2.81
CHEMBL145576,CC1=C(c2ccc(O)cc2)C2(Cc3ccccc3C2)c2ccc(O)cc21,IC50,'=',19,nM,340.42,5.08
CHEMBL74757,CC1Oc2cc(O)ccc2N=C1c1ccc(O)cc1,IC50,'=',1700,nM,255.27,3
CHEMBL4166909,CCCCOC(=O)c1ccc(O)c(I)c1,IC50,'=',7980,nM,320.13,2.95
CHEMBL4586663,O=C(c1ccccc1)c1sc2cc(O)ccc2c1Oc1ccc(OC2CN(CCCF)C2)cc1,IC50,'=',0.5,nM,477.56,6.05
CHEMBL4239984,CN(C)CCOc1ccc(Nc2nc(-c3ccc(O)cc3)nc(Cl)c2-c2ccccc2)cc1,IC50,'=',3420,nM,460.97,5.85
CHEMBL77609,CCC1Oc2cc(O)cc(C)c2N=C1c1ccc(O)c(Br)c1,IC50,'=',180,nM,362.22,4.46
CHEMBL4780809,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(N[C@H]3CCN(CCCF)C3)cn2)N1CC(F)(F)F,IC50,'=',0.1259,nM,490.55,4.7
CHEMBL4759688,CC(C)CN1[C@H](c2c(F)cc(OCCN3CC(CF)C3)cc2F)c2ccc3[nH]ncc3c2C[C@H]1C,IC50,'=',0.1995,nM,486.58,5.11
CHEMBL4462704,O=C1CCC(N2Cc3cc(N4CCN(CCC5(O)CC(Oc6ccc([C@@H]7c8ccc(O)cc8CC[C@@H]7c7ccccc7)cc6)C5)CC4)cc(OC(F)F)c3C2=O)C(=O)N1,IC50,'=',0.5,nM,806.91,6.1
CHEMBL1393,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,IC50,'=',5702,nM,416.58,4.85
CHEMBL484451,CCc1cc(NCC(C)C)nc(NCC(C)C)n1,IC50,'=',7300,nM,250.39,3.17
CHEMBL4243073,COc1ccc(-c2nc(Cl)c(-c3ccccc3)c(Oc3ccc(OCCN4CCCC4)cc3)n2)cc1,IC50,'=',2170,nM,502.01,6.74
CHEMBL3774647,C/C(=C(/c1ccc(O)cc1)c1ccc(OCCN2CCCCC2)cc1)c1ccccc1,IC50,'=',0.4,nM,413.56,6.24
CHEMBL3775766,CC(C)CN1[C@H](c2c(F)cc(/C=C/C(=O)O)cc2F)c2ccc(O)cc2CC1(C)C,IC50,'=',1.8,nM,415.48,5.15
CHEMBL1580991,CCN1CCc2nc(NC(=O)Cc3ccc4c(c3)OCCO4)sc2C1,IC50,'=',28777.64,nM,359.45,2.47
CHEMBL1528123,Cc1ccc(S(=O)(=O)Cc2ccc(C(=O)NCc3ccc4c(c3)OCO4)o2)cc1,IC50,'=',37494.74,nM,413.45,3.22
CHEMBL3214324,CN(/N=C/c1cccnc1)c1cnn(-c2ccc(F)c(Cl)c2)c(=O)c1Cl,IC50,'=',17867.63,nM,392.22,3.54
CHEMBL1996233,O=C1CC(c2ccco2)CC(O)=C1/C=N/c1cc(Cl)ccc1O,IC50,'=',43806.6,nM,331.75,4.3
CHEMBL1332402,Cc1ccc(NC(=O)CN2C(=O)S/C(=C/c3ccc(-c4cc(C(=O)O)ccc4C)o3)C2=O)cc1C,IC50,'=',18183.48,nM,490.54,5.25
CHEMBL3189964,CC(=O)Nc1ccc(/N=C/c2nc(-c3ccc(C)cc3)oc2O)cc1,IC50,'=',8195.18,nM,335.36,4.06
CHEMBL1326483,NC(=O)c1ccccc1OCC1CC(c2ccccc2)=NO1,IC50,'=',29932.4,nM,296.33,2.36
CHEMBL1468124,COC(=O)c1cnn2c(C(F)(F)F)cc(-c3ccco3)nc12,IC50,'=',42406.58,nM,311.22,2.79
CHEMBL1484998,O=C(NCc1ccco1)c1cc2cc3ccc(Cl)cc3nc2o1,IC50,'=',17703.91,nM,326.74,4.16
CHEMBL1350069,CC(C)CC(=O)Nc1ccc(C(=O)COc2ccc(-c3nnco3)cc2)cc1,IC50,'=',22258.06,nM,379.42,3.98
CHEMBL1548361,O=C(c1cccc(F)c1)N1CCN(C(=O)c2cc3ncc(Br)cn3n2)CC1,IC50,'=',33362.98,nM,432.25,2.23
CHEMBL1509933,Cc1ccccc1Nc1nnc(SCC(=O)NC(=O)NCc2ccco2)s1,IC50,'=',17285.09,nM,403.49,3.3
CHEMBL1431555,CC(=O)c1ccc(NCC(=O)N2CCN(c3ccccc3)CC2)cc1,IC50,'=',5018.36,nM,337.42,2.65
CHEMBL182980,C[C@H]1CN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C[C@@H]1C,IC50,'=',0.5,nM,477.63,6.03
CHEMBL381566,C#C[C@]1(O)CCC2C3CC=C4C[C@@H](O)CC[C@]4(C=C)C3CC[C@@]21C,IC50,'=',147,nM,326.48,3.84
CHEMBL201569,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43/C=C\Cl)C1CC[C@@H]2O,IC50,'=',6690,nM,336.9,4.4
CHEMBL4212982,O=S(=O)(Oc1ccccc1)C1CC2OC1C(c1ccc(/C=C/c3cc(O)cc(O)c3)cc1)=C2c1ccc(O)cc1,IC50,'=',428,nM,554.62,5.83
CHEMBL4214635,O=S(=O)(Oc1cccc(O)c1)C1CC2OC1C(c1ccc(/C=C/c3cc(O)cc(O)c3)cc1)=C2c1ccc(O)cc1,IC50,'=',6020,nM,570.62,5.54
CHEMBL4211163,O=S(=O)(Oc1ccccc1)C1CC2OC1C(c1ccc(/C=C/c3ccccc3)cc1)=C2c1ccc(O)cc1,IC50,'=',1030,nM,522.62,6.42
CHEMBL94280,Oc1ccc2c(c1)CCN(Cc1ccccc1)C2c1ccc(OCCN2CCCC2)cc1,IC50,'=',4.7,nM,428.58,5.01
CHEMBL4064736,CN(C)c1ccccc1-c1sc2cc(O)ccc2c1Oc1ccc(/C=C/C(=O)O)cc1,IC50,'=',124,nM,431.51,6.23
CHEMBL4162177,Oc1cccc(C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c3ccc(O)cc3CCC2)c1,IC50,'=',2,nM,473.59,6.21
CHEMBL4224880,O=C(O)/C=C/c1ccc(C2=C(c3ccc(O)cc3)CCSc3cc(F)ccc32)cc1,IC50,'=',4.1,nM,418.49,6.08
CHEMBL4160734,CC1=C(c2cccc(O)c2)C(c2ccc(OC[C@@H](C)N3CC[C@@H](C)C3)cc2)Oc2ccc(O)cc21,IC50,'=',0.3,nM,471.6,6.27
CHEMBL4450664,CC1=C(c2cccc(O)c2)C(c2ccc(OCCN3CC[C@@H](C#N)C3)cc2)Oc2ccc(O)cc21,IC50,'=',0.8,nM,468.55,5.39
