Molecule.ChEMBL.ID,Smiles,Standard.Type,Standard.Relation,Standard.Value,Standard.Units,Molecular.Weight,AlogP
CHEMBL425092,CCCc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,IC50,'=',155,nM,314.34,3.46
CHEMBL195807,N#Cc1cc(-c2ccc(O)cc2)cc2ccc(O)c(Cl)c12,IC50,'=',109,nM,295.73,4.44
CHEMBL373987,CC1=C2c3ccc(O)cc3C[C@@]23CCC[C@H](C3)C1=O,IC50,'=',414,nM,254.33,3.48
CHEMBL186598,CCCc1cc(-c2noc3cc(O)ccc23)c(CC)cc1O,IC50,'=',13,nM,297.35,4.42
CHEMBL363634,N#Cc1cc(-c2ccc(O)cc2F)cc2ccc(O)cc12,IC50,'=',26,nM,279.27,3.93
CHEMBL194326,N#Cc1cc(-c2cc(F)c(O)cc2F)cc2ccc(O)cc12,IC50,'=',186,nM,297.26,4.07
CHEMBL195290,C=Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)cc12,IC50,'=',254,nM,280.3,4.7
CHEMBL361056,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC4CCC3CC4)cc2)cc1,IC50,'=',1.3,nM,489.64,6.32
CHEMBL1475434,O=C(CCCCCn1c(=S)[nH]c2ccccc2c1=O)N1CCN(c2cccc(Cl)c2)CC1,IC50,'=',350,nM,471.03,4.62
CHEMBL362428,C[C@@H]1c2ccc(O)cc2O[C@@H](c2ccc(OCCN3CCCCC3)cc2)[C@H]1c1ccc(O)cc1,IC50,'=',0.66,nM,459.59,5.98
CHEMBL494121,CC(C)CCc1cc(NCc2ccccc2)nc(NCc2ccccc2)n1,IC50,'=',8300,nM,360.5,5.29
CHEMBL495135,CC(C)CNc1cc(CCc2ccccc2)nc(NCc2ccccc2)n1,IC50,'=',4500,nM,360.51,4.94
CHEMBL33053,COc1cc(O)ccc1[C@@H]1C(=O)c2ccc(O)cc2O[C@@H]1c1ccc(OCCN2CCCCC2)cc1,IC50,'=',149,nM,489.57,5.07
CHEMBL214291,CC1=C2c3ccc4[nH]nnc4c3CC2(Cc2ccc(F)cc2)CCC1=O,IC50,'=',340,nM,347.39,4.02
CHEMBL219387,CCCCCCCCCc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,IC50,'=',436,nM,398.5,5.8
CHEMBL214200,CCCCC12CCC(=O)C(c3ccco3)=C1c1ccc3[nH]nnc3c1C2,IC50,'=',1119,nM,347.42,4.56
CHEMBL385028,CCC12CCC(=O)C(Br)=C1c1ccc3[nH]nnc3c1C2,IC50,'=',5170,nM,332.2,3.38
CHEMBL385949,CCC1=C2c3ccc4[nH]nnc4c3C[C@]2(CC)CCC1=O,IC50,'=',647,nM,281.36,3.44
CHEMBL3705039,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCC[N+](C)(C)C)cc2)c2ccc(O)cc12,IC50,'=',100,nM,431.56,5.16
CHEMBL3657164,COc1cccc(-c2c(C)c3cc(O)ccc3n2Cc2ccc(OCCN3CCCCC3)cc2)c1,IC50,'=',120,nM,470.61,6.24
CHEMBL3657157,Cc1c(-c2ccc(C(F)(F)F)cc2)n(Cc2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc12,IC50,'=',170,nM,508.58,7.25
CHEMBL191714,Oc1ccc2cc(-c3ccccc3)ccc2c1,IC50,'=',1345,nM,220.27,4.21
CHEMBL3657150,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCC(C)C3)cc2)c2ccc(O)cc12,IC50,'=',170,nM,470.61,6.19
CHEMBL240438,Cc1c([C@H](C)NC(=O)Cc2c(-c3ccccc3)[nH]c3ccccc23)n(Cc2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc12,IC50,'=',2,nM,640.83,8.14
CHEMBL216596,CCCCCCCc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,IC50,'=',392,nM,370.45,5.02
CHEMBL426154,Cc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,IC50,'=',5245,nM,286.28,2.82
CHEMBL187313,Oc1ccc2cc(-c3nc4cc(O)ccc4o3)ccc2c1,IC50,'=',3800,nM,277.28,4.06
CHEMBL437695,C[C@@H]1CCN(CCOc2ccc([C@@H]3c4ccc(O)cc4CC[C@@H]3c3ccccc3)cc2)C1,IC50,'=',0.5,nM,427.59,5.97
CHEMBL1498999,CCCNC(=O)c1ccc(-c2nc3ccccc3s2)s1,IC50,'=',30294.34,nM,302.42,4.16
CHEMBL577758,Cc1ccc(-c2csc(NC(=O)c3ccno3)n2)cc1,IC50,'=',7189.32,nM,285.33,3.36
CHEMBL1421887,O=C(Cc1ccc(S(=O)(=O)N2CCOCC2)s1)Nc1nc2c(s1)CCCC2,IC50,'=',4691.78,nM,427.57,2.29
CHEMBL1397845,CN1C(=O)CSc2ccc(NC(=O)N3CCC(N4CCCCC4)CC3)cc21,IC50,'=',11810.48,nM,388.54,3.24
CHEMBL1519669,CC(=O)c1cccc(NC(=O)CN2C(=O)NC3(CCCCCCC3)C2=O)c1,IC50,'=',48193.15,nM,371.44,2.86
CHEMBL1303886,COc1ccc2cc3c(N)nn(C(=O)Cc4ccc(Cl)cc4)c3nc2c1,IC50,'=',24783.3,nM,366.81,3.71
CHEMBL1323006,Cc1noc(C)c1COc1ccc(C(=O)OCC(=O)N2c3ccccc3NC(=O)C2(C)C)cc1,IC50,'=',8736.14,nM,463.49,3.79
CHEMBL1385373,COc1ccccc1NC(=O)c1ccccc1NC(=O)c1cc(Cl)ccc1NC(=O)c1ccco1,IC50,'=',12511.79,nM,489.92,5.7
CHEMBL1386676,Cc1sc2ncnc(SCC(=O)NC(=O)NCc3ccco3)c2c1C,IC50,'=',11505.54,nM,376.46,3.02
CHEMBL1465370,Cc1cc(SCC(=O)NC(=O)NCc2ccco2)nc2c(C)cccc12,IC50,'=',32039.87,nM,369.45,3.56
CHEMBL1482875,Cc1nnc(Oc2ccccc2F)c2ccccc12,IC50,'=',29986.4,nM,254.26,3.87
CHEMBL1426947,COc1ccc(N2Cc3cccc(C(=O)O)c3C2=O)cc1,IC50,'=',11982.99,nM,283.28,2.55
CHEMBL1326803,C/C=C/COC(=O)c1[nH]c2c(c1C)C(=O)CC(c1ccco1)C2,IC50,'=',24676.33,nM,313.35,3.56
CHEMBL3589364,O=C(O)CCCCCCC(=O)Nc1ccc(C2=C(c3ccc(O)cc3)C3CC(S(=O)(=O)Oc4ccc(C(F)(F)F)cc4)C2O3)cc1,IC50,'=',790,nM,659.68,6.63
CHEMBL3098275,CCCCCCCCCCCCCCCCCCNCCOc1ccc(/C(=C(/CC)c2ccccc2)c2ccc(O)cc2)cc1,IC50,'=',1.00E+05,nM,611.96,11.99
CHEMBL2403351,CCCCC(CCCC)(c1ccc(O)c(CC)c1)c1ccc(O)c(CC)c1,IC50,'=',2900,nM,368.56,6.89
CHEMBL365045,Oc1cc(-c2ccco2)c2oc(-c3ccc(O)c(F)c3)nc2c1,IC50,'=',1980,nM,311.27,4.31
CHEMBL73989,Oc1ccc2c(c1)CC1Oc3cc(O)ccc3N=C21,IC50,'=',5600,nM,253.26,2.54
CHEMBL182850,Oc1cc(Br)c2oc(-c3ccc(O)c(F)c3)cc2c1,IC50,'=',12,nM,323.12,4.41
CHEMBL433944,COc1cc(O)c(Br)c2cc(-c3ccc(O)cc3)oc12,IC50,'=',21,nM,335.15,4.28
CHEMBL382698,C=C(C)c1cc(O)cc2ncn(-c3ccc(O)cc3)c(=O)c12,IC50,'=',43968,nM,294.31,2.83
CHEMBL203565,CCCN(c1ccccc1F)S(=O)(=O)c1ccc(O)cc1,IC50,'=',74,nM,309.36,3.14
CHEMBL194936,Oc1ccc(-c2ccc3c(Br)c(O)ccc3c2)cc1,IC50,'=',266,nM,315.17,4.68
CHEMBL364502,N#Cc1c(O)ccc2cc(-c3ccc(O)cc3)ccc12,IC50,'=',1402,nM,261.28,3.79
CHEMBL195788,O=[N+]([O-])c1c(O)ccc2cc(-c3ccc(O)cc3)ccc12,IC50,'=',709,nM,281.27,3.83
CHEMBL1299357,CCCCn1c(NC(=O)CC)c(C#N)c2nc3ccccc3nc21,IC50,'=',23363.69,nM,321.38,3.6
CHEMBL3208784,CC(=N)/C(C#N)=C(/O)CSc1nnc(-c2ccc(OC(F)F)cc2)o1,IC50,'=',46575.4,nM,366.35,3.81
CHEMBL1449110,COc1cccc(-c2nnc(NC(=O)Cc3cccs3)s2)c1,IC50,'=',19078.24,nM,331.42,3.46
CHEMBL1504315,Cc1ccc(Nc2nnc(SCC(=O)NCc3ccco3)s2)cc1,IC50,'=',28766.07,nM,360.46,3.59
CHEMBL1345810,COc1cc2cc(C(c3nnnn3C3CCCC3)N3CCc4ccccc43)c(O)nc2cc1OC,IC50,'=',21924.56,nM,472.55,4.21
CHEMBL1324414,Cc1csc2nc(CCNS(=O)(=O)c3ccc4c(c3)OCCO4)cn12,IC50,'=',17060.6,nM,379.46,2
CHEMBL121879,CN1CCCN(c2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)CC1,IC50,'=',3.6,nM,448.59,5.21
CHEMBL1359354,O=C(c1cc(-c2ccco2)on1)N1CCc2ccccc2C1,IC50,'=',32511.45,nM,294.31,3.13
CHEMBL1538325,NC(=O)C1(N2CCCCC2)CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1,IC50,'=',37793.76,nM,449.42,3.88
CHEMBL1606490,CCc1nnc2n1N=C(c1ccc(-c3cc(Cl)ccc3Cl)o1)CS2,IC50,'=',43982.45,nM,379.27,4.77
CHEMBL1448466,CCc1ccc(NC(=O)c2noc3c2CCC3)cc1,IC50,'=',7938.99,nM,256.3,2.98
CHEMBL1401227,CCCc1nnc2n1N=C(c1ccc(-c3cc(Cl)ccc3Cl)o1)CS2,IC50,'=',13388.26,nM,393.3,5.16
CHEMBL1322601,COc1ccc(Cn2c(=O)[nH]c3cc(C(=O)NCc4ccc5c(c4)OCO5)ccc3c2=O)cc1,IC50,'=',18879.08,nM,459.46,2.41
CHEMBL1580036,Cc1ccc(S(=O)(=O)Cc2ccc(C(=O)O)o2)cc1,IC50,'=',18120.82,nM,280.3,2.26
CHEMBL1480843,Cc1ccc(C(=O)CSC2=C(C#N)C(c3ccco3)CC(=O)N2)c(C)c1,IC50,'=',26539.63,nM,366.44,3.85
CHEMBL1596554,CCn1c2ccccc2c2cc(NC(=O)CSc3nnc(-c4ccc(OC)cc4)n3N)ccc21,IC50,'=',12230.2,nM,472.57,4.53
CHEMBL1606765,CC1CC(C(F)(F)C(F)(F)F)n2nc(C(=O)O)cc2N1,IC50,'=',19923.73,nM,299.2,2.52
CHEMBL183889,CC(=O)c1cc(O)cc2cc(-c3ccc(O)cc3)oc12,IC50,'=',103,nM,268.27,3.71
CHEMBL365016,C/C=C\c1cc(O)cc2nc(-c3ccc(O)cc3)oc12,IC50,'=',775,nM,267.28,3.94
CHEMBL494706,CC(C)CNc1cc(NCC(C)C)nc(NCC(C)C)n1,IC50,'=',2400,nM,293.46,3.68
CHEMBL523654,C=C(C)C(O)Cc1c(O)c(CC=C(C)C)c(O)c2c(=O)c(-c3ccc(O)c(O)c3)coc12,IC50,'=',18000,nM,438.48,4.27
CHEMBL213950,CCC[C@H]1CC[C@@H]2C[C@]13Cc1cc(O)ccc1C3=C(C)C2=O,IC50,'=',605,nM,296.41,4.51
CHEMBL183049,C[C@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,IC50,'=',1,nM,463.6,5.79
CHEMBL185890,N#Cc1cc(O)ccc1-c1noc2cc(O)ccc12,IC50,'=',264,nM,252.23,2.78
CHEMBL189080,Oc1ccc2c(-c3ccc(O)c(Br)c3)noc2c1,IC50,'=',183,nM,306.12,3.67
CHEMBL204317,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43/C=C/Br)C1CC[C@@H]2O,IC50,'=',3984,nM,381.35,4.56
CHEMBL1627356,CN(C)C(=O)/C=C/c1ccc(S[C@@H]2Cc3cc(O)ccc3[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]32)cc1,IC50,'=',94,nM,477.67,5.48
CHEMBL4852827,CCN(c1cccc(OC)c1)S(=O)(=O)C1CC2OC1C(c1ccc(NC(=O)CCCCCCC(=O)O)cc1)=C2c1ccc(O)cc1,IC50,'=',1106,nM,648.78,6.07
CHEMBL457035,CC#C[C@@]1(O)CC[C@@]2(CC)c3ccc(OCc4ccncc4)cc3CC[C@@H]2C1,IC50,'=',670,nM,375.51,4.81
CHEMBL94225,Oc1cccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCNC3CCCCCC3)cc2)c1,IC50,'=',1.2,nM,491.65,6.76
CHEMBL1094732,CC(=O)C1(C(C)=O)Cc2ccc([C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@@]43C)cc2C1,IC50,'=',243.22,nM,472.63,5.4
CHEMBL204642,C=C[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@]2(C)O,IC50,'=',1053,nM,316.49,4.23
CHEMBL205398,O=c1c2c(O)cc(O)cc2ncn1-c1ccc(O)cc1,IC50,'=',11097,nM,270.24,1.5
CHEMBL206584,Cc1cc(O)c(C)c2c1-c1ccc(O)c(C)c1OC2C,IC50,'=',237,nM,270.33,4.14
CHEMBL380720,Cc1cc(C)c2c(c1)c(=O)oc1cc(O)ccc12,IC50,'=',585,nM,240.26,3.27
CHEMBL311878,O=c1c2oc3ccc(O)cc3c2oc2cc(O)cc(O)c12,IC50,'=',2951,nM,284.22,2.81
CHEMBL4099931,CC1(c2ccc(/C=C/c3nn[nH]n3)cc2)c2ccc(O)cc2CCN1c1ccc(F)cc1,IC50,'=',1030,nM,427.48,4.54
CHEMBL4062941,CC(C)(C)c1ccc(N2CCc3cc(O)ccc3C2(C)c2ccc(/C=C/C(=O)O)cc2)cc1,IC50,'=',302,nM,441.57,6.11
CHEMBL3827200,O=C1c2cc(O)ccc2-c2c1c1ccc(O)cc1c(=O)n2-c1ccc(OCCN2CCOCC2)cc1,IC50,'=',19800,nM,484.51,3.32
CHEMBL3827784,O=C1c2cc(O)ccc2-c2c1c1ccc(O)cc1c(=O)n2-c1ccc(OCCN2CCCCC2)cc1,IC50,'=',3400,nM,482.54,4.48
CHEMBL3827633,COc1ccc2c(c1)C(=O)c1c-2n(-c2ccc(OCCCN3CCN(C)CC3)cc2)c(=O)c2cc(OC)ccc12,IC50,'=',35200,nM,539.63,4.24
CHEMBL3775434,CC(=O)Oc1ccc(/C(=C(/C)c2ccccc2)c2ccc(OCCN3CCCC3)cc2)cc1,IC50,'=',7.7,nM,441.57,6.07
CHEMBL3775978,CCCCCCCCCC(=O)Oc1ccc(/C(=C(/C)c2ccccc2)c2ccc(OCCN3CCCC3)cc2)cc1,IC50,'=',48.4,nM,553.79,9.19
CHEMBL329892,Oc1ccc([C@H]2Sc3c(ccc(O)c3F)O[C@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,IC50,'=',1,nM,481.59,6.07
CHEMBL1414407,O=C(CCCn1c(=S)[nH]c2ccccc2c1=O)N1CCC(c2ccccc2)CC1,IC50,'=',50,nM,407.54,4.25
CHEMBL1552932,O=C(CCCn1c(=S)[nH]c2ccccc2c1=O)N1CCN(Cc2cccc3ccccc23)CC1,IC50,'=',170,nM,472.61,4.34
CHEMBL2403359,Cc1cc(C2(c3ccc(O)c(C)c3)CCCCC2)ccc1O,IC50,'=',230,nM,296.41,4.96
CHEMBL3622365,CCN(Cc1ccc(C(=O)N2CCc3ccc(O)cc3C2)cc1)Cc1ccccn1,IC50,'=',24600,nM,401.51,4.01
CHEMBL383112,CN(C)CCOc1ccc(/C(=C(/CCCCl)c2ccccc2)c2ccc(O)cc2)cc1,IC50,'=',100,nM,436,6.31
CHEMBL80314,COc1cc(O)c2c(=O)c3c(oc2c1)oc1cc(O)ccc13,IC50,'=',2728,nM,298.25,3.11
CHEMBL202607,CCCN(c1c(Cl)cccc1Cl)S(=O)(=O)c1ccc(O)c(C)c1,IC50,'=',16,nM,374.29,4.61
CHEMBL441499,O=C(c1ccc(N2CCN(C(=O)c3cccc(O)c3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,IC50,'=',1.39,nM,550.64,5.88
CHEMBL178679,O=C(c1ccc(N2CCN(c3ccc(Cl)cc3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,IC50,'=',0.22,nM,541.07,7.19
CHEMBL92900,Oc1ccc2c(c1)CCN(Cc1ccc3c(c1)OCO3)C2c1ccc(OCCN2CCCC2)cc1,IC50,'=',9.2,nM,472.59,4.74
CHEMBL184974,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCC4(CCCC4)CC3)cc2)cc1,IC50,'=',1.2,nM,517.69,7.1
CHEMBL180973,O=C(c1ccc(N2CCN(C(=O)c3ccccc3Cl)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,IC50,'=',1.72,nM,569.08,6.83
CHEMBL4542816,COc1ccc(-c2cc3ccc(OC)cc3nc2Nc2ccc(NC(=O)CN3CCN(C)CC3)cc2)cc1,IC50,'=',2330,nM,511.63,4.85
CHEMBL181862,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC[C@@H]4C[C@@H]43)cc2)cc1,IC50,'=',0.5,nM,461.58,5.54
CHEMBL363955,C=Cc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,IC50,'=',447,nM,253.26,3.55
CHEMBL450940,C=Cc1cc(O)cc2nc(-c3ccc(O)c(F)c3)oc12,IC50,'=',1216,nM,271.25,3.69
CHEMBL494698,CC(C)CCc1cc(NCc2cccc3ccccc23)nc(NCC(C)C)n1,IC50,'=',6700,nM,376.55,5.9
CHEMBL184003,CCCCc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,IC50,'=',498,nM,283.33,4.25
CHEMBL226327,Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccccc3)sc2c1,IC50,'=',10.9,nM,445.58,6.93
CHEMBL1098709,CCOC(=O)C1(C(C)=O)Cc2ccc([C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@@]43C)cc2C1,IC50,'=',245.47,nM,502.65,5.37
CHEMBL493096,CC(C)CNc1cc(/C=C/c2ccccc2)nc(NCc2ccccc2)n1,IC50,'=',12000,nM,358.49,5.33
CHEMBL370849,Oc1ccc2c(c1)sc1c3cc(O)ccc3n(Cc3ccc(OCCN4CCCC4)cc3)c21,IC50,'=',6,nM,458.58,5.94
CHEMBL205350,Cc1c(O)ccc2c1c(=O)oc1c(Br)c(O)ccc12,IC50,'=',1920,nM,321.13,3.43
CHEMBL204922,Cc1c(O)ccc2c1oc(=O)c1c(C)c(O)ccc12,IC50,'=',159,nM,256.26,2.97
CHEMBL1084746,CC(C)=CCc1c([C@H]2CCc3ccc(O)cc3O2)ccc(O)c1O,IC50,'=',57200,nM,326.39,4.38
CHEMBL250109,C=C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,IC50,'=',1050,nM,316.49,4.23
CHEMBL222434,Oc1ccc(-c2nn(C3CCCC3)c3c(Cl)cccc23)cc1,IC50,'=',18,nM,312.8,5.18
CHEMBL222454,Oc1ccc(-c2nn(C3CCCCC3)c3c(Cl)cccc23)cc1,IC50,'=',37,nM,326.83,5.57
CHEMBL204664,CC(C)N(c1ccccc1)S(=O)(=O)c1ccc(O)cc1,IC50,'=',871,nM,291.37,3
CHEMBL189822,Cc1cc(O)ccc1-c1noc2cc(O)ccc12,IC50,'=',475,nM,241.25,3.21
CHEMBL280538,C[C@@H]1C(=O)c2ccc(O)cc2O[C@@H]1c1ccc(OCCN2CCCCC2)cc1,IC50,'=',3563,nM,381.47,4.21
CHEMBL1434189,N#Cc1ccccc1N1CCN(C(=O)CCCCCn2c(=S)[nH]c3ccccc3c2=O)CC1,IC50,'=',90,nM,461.59,3.84
CHEMBL1322939,O=C(CCCn1c(=S)[nH]c2ccccc2c1=O)N1CCN(c2ccccc2O)CC1,IC50,'=',70,nM,424.53,2.89
CHEMBL1560682,O=C(CCCn1c(=S)[nH]c2ccccc2c1=O)N1CCN(c2ccc(Cl)cc2)CC1,IC50,'=',19810,nM,442.97,3.84
CHEMBL511971,Oc1ccc(C2=C(c3ccc(OCCN4CCCCC4)cc3)c3ccc(F)cc3OCC2)cc1,IC50,'=',6.5,nM,459.56,6.14
CHEMBL4225078,O=C(O)CCCOc1ccc(C2=C(c3ccc(O)cc3)CCOc3cc(F)ccc32)cc1,IC50,'=',147,nM,434.46,5.52
CHEMBL380717,Cc1c(O)ccc2c1oc(=O)c1c(C)c(O)cc(C)c12,IC50,'=',716,nM,270.28,3.28
CHEMBL206727,CCc1c(O)ccc2c1c(=O)oc1c(F)c(O)ccc12,IC50,'=',228,nM,274.25,3.06
CHEMBL204902,CCc1c(O)ccc2c1c(=O)oc1c(C)c(O)ccc12,IC50,'=',484,nM,270.28,3.23
CHEMBL202896,CCc1cc(OC)cc2c(=O)oc3c(C)c(O)ccc3c12,IC50,'=',9830,nM,284.31,3.53
CHEMBL209402,CCCCC12CCC(=O)C(CCC)=C1c1ccc(O)cc1C2,IC50,'=',30,nM,298.43,5.04
CHEMBL191974,Oc1ccc(-c2ccc3cc(O)ccc3c2)cc1,IC50,'=',211,nM,236.27,3.92
CHEMBL198680,CCc1cc(-c2ccc(O)c(F)c2)nc2ccc(O)cc12,IC50,'=',1750,nM,283.3,4.01
CHEMBL4777139,C[C@@H]1Cc2c(ccc3[nH]nc(F)c23)[C@@H](c2ccc(NC3CN(CCCF)C3)c(F)n2)N1CC(F)(F)F,IC50,'=',0.05012,nM,512.5,4.59
CHEMBL4763079,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(OCCN3CC(CF)C3)cn2)N1CC(F)F,IC50,'=',2.512,nM,459.52,3.84
CHEMBL1383151,COc1ccc(C2C=C(c3ccc(Cl)cc3)Nc3nc(NC(C)=O)nn32)cc1,IC50,'=',21884.48,nM,395.85,3.95
CHEMBL85826,COc1ccc2[nH]c3c(c2c1)CCn1c-3nc2ccccc2c1=O,IC50,'=',17183.79,nM,317.35,3.11
CHEMBL1533166,Cc1c(C(=O)OCc2ccccc2)[nH]c2c1C(=O)CC(c1ccco1)C2,IC50,'=',22957.22,nM,349.39,4.19
CHEMBL1484547,CCOC(=O)c1c2c(n(C)c1COC)C(=O)C(=O)c1ccc(Br)cc1-2,IC50,'=',8870.75,nM,406.23,3.16
CHEMBL1356953,CC(C)(C)OC(=O)[C@@H](CCC(=O)N1CCN(c2ccc(C#N)cc2)CC1)n1c(=S)[nH]c2ccccc2c1=O,IC50,'=',80,nM,533.65,3.94
CHEMBL1083179,Oc1ccc2c(c1)O[C@@H](c1ccc(OCCN3CCSCC3)cc1)C1=C2CCOc2cc(O)ccc21,IC50,'=',111,nM,503.62,5.35
CHEMBL4175025,CC1=C(c2cccc(C#N)c2)C(c2ccc(OC[C@H](C)N3CC[C@@H](C)C3)cc2)Oc2ccc(O)cc21,IC50,'=',0.7,nM,480.61,6.44
CHEMBL393982,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2cc(OCCCN3CCCC3)ccc12,IC50,'=',9.1,nM,525.69,6.09
CHEMBL241484,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2cc(OCCCCN3CCCCC3)ccc12,IC50,'=',10.1,nM,553.75,6.87
CHEMBL4206798,Cc1ccc(OS(=O)(=O)C2CC3OC2C(c2ccc(/C=C/c4cc(O)cc(O)c4)cc2)=C3c2ccc(O)cc2)cc1,IC50,'=',2,nM,568.65,6.14
CHEMBL4098867,Cc1cc(F)ccc1C(=O)c1sc2cc(O)ccc2c1Oc1ccc(/C=C/C(=O)O)cc1,IC50,'=',8.8,nM,448.47,6.18
CHEMBL1087041,Oc1ccc2c(c1)O[C@@H](c1cccc(OCCN3CCCCC3)c1)C1=C2CCOc2cc(O)ccc21,IC50,'=',190,nM,485.58,5.79
CHEMBL439806,Oc1ccc2c(c1)CC1(C2)C(c2ccccc2)=Cc2ccccc21,IC50,'=',58,nM,310.4,4.98
CHEMBL284453,O=C1c2ccc(O)cc2O[C@H](c2ccc(OCCN3CCCCC3)cc2)[C@H]1c1ccc(O)cc1,IC50,'=',49,nM,459.54,5.06
CHEMBL187473,Oc1ccc(-c2noc3ccc(O)cc23)c(O)c1,IC50,'=',4068,nM,243.22,2.61
CHEMBL380359,O=c1c2c(CO)cc(O)cc2ncn1-c1ccc(O)cc1,IC50,'=',121,nM,284.27,1.29
CHEMBL206773,O=c1[nH]c2cc(O)cc(O)c2c(=O)n1-c1ccc(O)cc1,IC50,'=',70277,nM,286.24,0.8
CHEMBL187207,Oc1cc(Br)c2oc(-c3ccc(O)c(F)c3)nc2c1,IC50,'=',260,nM,324.11,3.81
CHEMBL4237833,CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCC#CCC[C@@H]3C[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@]4(C)[C@H]3O)=C(C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@@H]1OC(N)=O)C2=O,IC50,'=',220,nM,882.11,5.98
CHEMBL1083981,COC(=O)C(C)N1C(=O)S/C(=C/c2ccc(O)c(Cl)c2)C1=O,IC50,'=',2320,nM,341.77,2.64
CHEMBL3968559,CNCCOc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(O)cc2)cc1,IC50,'=',3340,nM,439.98,4.72
CHEMBL1083187,O=C(O)CCOc1ccc([C@H]2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OCC3)cc1,IC50,'=',120,nM,446.46,4.78
CHEMBL1087683,OCCOc1ccc(C2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OCC3)cc1,IC50,'=',310,nM,418.45,4.3
CHEMBL511812,CC[C@@]12C[C@H](O)[C@](O)(c3ccccc3)C[C@H]1CCc1cc(O)ccc12,IC50,'=',3400,nM,338.45,3.64
CHEMBL1084260,Cc1ccc(C(=O)Oc2cccc3c(O)cccc23)cc1,IC50,'=',31600,nM,278.31,4.07
CHEMBL1082424,O=C(Oc1cccc2c(O)cccc12)c1ccc(Cl)cc1Cl,IC50,'=',1200,nM,333.17,5.07
CHEMBL4225102,O=C(/C=C/c1ccc(C2=C(c3ccc(O)cc3)CCOc3cc(F)ccc32)cc1)N1CCNCC1,IC50,'=',14,nM,470.54,4.72
CHEMBL185783,Oc1ccc(-c2nc3cc(O)cc(-c4ccccc4)c3o2)cc1,IC50,'=',1300,nM,303.32,4.57
CHEMBL187105,Oc1ccc2cc(-c3noc4cc(O)ccc34)ccc2c1,IC50,'=',8,nM,277.28,4.06
CHEMBL187219,Oc1ccc2c(-c3ccc4c(O)cccc4c3)noc2c1,IC50,'=',24,nM,277.28,4.06
CHEMBL188299,Oc1ccc2cc(-c3noc4ccc(O)cc34)ccc2c1,IC50,'=',463,nM,277.28,4.06
CHEMBL189073,Oc1ccc2c(-c3cccc4ccc(O)cc34)noc2c1,IC50,'=',1727,nM,277.28,4.06
CHEMBL372337,C[C@@H]1CCN(CCOc2ccc(C(=O)c3c(-c4ccc(O)cc4)sc4cc(O)ccc34)cc2)C1,IC50,'=',0.6,nM,473.59,5.93
