Molecule.ChEMBL.ID,Smiles,Standard.Type,Standard.Relation,Standard.Value,Standard.Units,Molecular.Weight,AlogP
CHEMBL365484,OCCC1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)CC1,IC50,'=',1113,nM,507.65,5.54
CHEMBL434502,Cc1nc(CN2CCN(c3nc(NCCc4ccc(O)cc4)nc(N(C)CCCc4ccc(Cl)cc4)n3)CC2)cs1,IC50,'=',5,nM,593.2,5.04
CHEMBL246140,C=C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]12,IC50,'=',780,nM,300.44,4.05
CHEMBL398840,C=C[C@]12CCC(c3ccccc3)=CC1=CC[C@H]1[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]12,IC50,'=',1760,nM,360.54,6.17
CHEMBL187069,Oc1ccc(-c2noc3ccc(O)cc23)cc1,IC50,'=',46,nM,227.22,2.91
CHEMBL188189,Oc1ccc2c(-c3ccc(O)c(F)c3)noc2c1,IC50,'=',8,nM,245.21,3.05
CHEMBL360189,CCCc1cc(-c2noc3cc(O)ccc23)ccc1O,IC50,'=',25,nM,269.3,3.86
CHEMBL188246,Cc1c(O)ccc(-c2noc3cc(O)ccc23)c1O,IC50,'=',33,nM,257.25,2.92
CHEMBL1086775,Oc1ccc2c(c1)O[C@H](c1ccc(OCCN3CCCC3)cc1)C1=C2CCOc2cc(O)ccc21,IC50,'=',14,nM,471.55,5.4
CHEMBL1087426,Oc1ccc2c(c1)OCCC1=C2[C@H](c2ccc(OCCN3CCCCC3)cc2)Oc2ccccc21,IC50,'=',24,nM,469.58,6.08
CHEMBL1082539,Oc1ccc2c(c1)OCCC1=C2[C@@H](c2ccc(OCCN3CCCCCC3)cc2)Oc2ccccc21,IC50,'=',125,nM,483.61,6.47
CHEMBL2024377,C[C@H](COc1ccc(C(=O)c2c(-c3ccc(O)cc3)sc3cc(O)ccc23)cc1)N1CCCC1,IC50,'=',2.6,nM,473.59,6.07
CHEMBL206546,Cc1c(O)ccc2c1c(=O)oc1c(F)c(O)ccc12,IC50,'=',54,nM,260.22,2.8
CHEMBL198088,Oc1ccc2nc(-c3cc(F)c(O)c(F)c3)cc(Br)c2c1,IC50,'=',36,nM,352.13,4.35
CHEMBL78254,O=c1c2ccc(O)cc2oc2c1sc1ccccc12,IC50,'=',2933,nM,268.29,3.87
CHEMBL316119,Oc1ccc([C@@H]2Sc3cc(O)c(F)cc3O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,IC50,'=',413.2,nM,481.59,6.07
CHEMBL77620,Cc1cc(O)cc2c1N=C(c1ccc(O)c(Br)c1)C(C)O2,IC50,'=',90,nM,348.2,4.07
CHEMBL182887,CC1(C)CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,IC50,'=',45,nM,477.63,6.18
CHEMBL192016,C#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)cc12,IC50,'=',6.3,nM,278.28,4.04
CHEMBL150279,CN(CCCc1ccc(F)cc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCNCC2)n1,IC50,'=',15,nM,465.58,2.85
CHEMBL85881,Oc1ccc2c(c1)S[C@H](CC1CCCCC1)[C@H](c1ccc(OCCN3CCCCC3)cc1)O2,IC50,'=',40,nM,467.68,6.82
CHEMBL267385,Oc1ccc(C2=Cc3cc(O)ccc3C23Cc2ccc(OCCN4CCCCC4)cc2C3)cc1,IC50,'=',1.8,nM,453.58,5.55
CHEMBL187671,CC(C)(C)c1cc(-c2nc3ccc(O)cc3o2)ccc1O,IC50,'=',1600,nM,283.33,4.2
CHEMBL362349,Oc1ccc2oc(-c3ccc(O)c(Cl)c3)nc2c1,IC50,'=',239,nM,261.66,3.56
CHEMBL187311,Cc1cc(O)ccc1-c1nc2cc(O)cc(Br)c2o1,IC50,'=',1.4,nM,320.14,3.98
CHEMBL188230,O=Cc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,IC50,'=',59,nM,255.23,2.72
CHEMBL377560,CCCC[C@]12CCC(=O)C(C)=C1c1ccc(O)cc1C2,IC50,'=',1810,nM,270.37,4.26
CHEMBL377224,O=C1CCC2(c3ccccc3)Cc3cc(O)ccc3C2=C1c1ccco1,IC50,'=',16,nM,342.39,4.75
CHEMBL360978,O=C(c1ccc(N2CCN(C(=O)c3ccccc3[N+](=O)[O-])CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,IC50,'=',12.9,nM,579.63,6.08
CHEMBL378473,CC1=C2c3ccc4[nH]nnc4c3CC2(Cc2ccccc2)CCC1=O,IC50,'=',5800,nM,329.4,3.88
CHEMBL214972,O=C1CCC2(Cc3ccccc3)Cc3cc(O)ccc3C2=C1c1ccc(O)cc1,IC50,'=',100,nM,382.46,5.16
CHEMBL206584,Cc1cc(O)c(C)c2c1-c1ccc(O)c(C)c1OC2C,IC50,'=',9,nM,270.33,4.14
CHEMBL378798,Cc1c(O)ccc2c1COc1c-2ccc(O)c1C,IC50,'=',88,nM,242.27,3.27
CHEMBL206500,CCc1c(O)ccc2c1oc(=O)c1c(C)c(O)ccc12,IC50,'=',7.8,nM,270.28,3.23
CHEMBL209269,CCCC[C@@]12CCC(=O)C(C)=C1c1ccc(O)cc1C2,IC50,'=',19,nM,270.37,4.26
CHEMBL238961,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)n(Cc2ccc(OCCCN3CCCCC3)cc2)c2ccccc12,IC50,'=',426,nM,629.84,8
CHEMBL1332007,Oc1ccccc1-c1nnc(SCCN2CCOCC2)n1Cc1ccccc1,IC50,'=',3505.3,nM,396.52,3.12
CHEMBL3212046,CC(=N)/C(C#N)=C(/O)CSc1nnc(Nc2cccc(C)c2C)s1,IC50,'=',12287.81,nM,359.48,4.37
CHEMBL1389163,COc1ccc2c(c1)c(=O)oc1cc(OCC(=O)N3CCc4ccccc4C3)ccc12,IC50,'=',5578.14,nM,415.45,3.92
CHEMBL1418568,CN1CCN(C2=C(Cl)C(=O)C(c3cnc(N4CCCCC4)s3)=C(Cl)C2=O)CC1,IC50,'=',629.55,nM,441.38,2.93
CHEMBL313825,CC(C)[C@H]1Sc2cc(O)ccc2O[C@H]1c1ccc(OCCN2CCCCC2)cc1,IC50,'=',105,nM,413.58,5.51
CHEMBL334096,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(C3=CCNCC3)cc2)cc1,IC50,'=',31,nM,417.53,5.44
CHEMBL203348,Cc1c(O)c(Cl)c(C)c2c1c(=O)oc1c(Cl)c(O)ccc12,IC50,'=',22,nM,325.15,4.28
CHEMBL206227,Cc1c(O)cc(C)c2c1oc(=O)c1cc(O)ccc12,IC50,'=',27,nM,256.26,2.97
CHEMBL1084127,CN(C)CCOc1ccc([C@@H]2Oc3ccccc3C3=C2c2ccc(O)cc2OCC3)cc1,IC50,'=',23,nM,429.52,5.16
CHEMBL391795,CC[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,IC50,'=',16,nM,304.47,4.06
CHEMBL381299,CCCCCC12CCC(=O)C=C1c1ccc(O)cc1C2,IC50,'=',945,nM,270.37,4.26
CHEMBL377342,CCCCC12CCC(=O)C=C1c1ccc(O)cc1C2,IC50,'=',188,nM,256.34,3.87
CHEMBL425439,CCCC[C@@]12CCC(=O)C(C(F)(F)F)=C1c1ccc3[nH]ncc3c1C2=O,IC50,'=',0.9,nM,362.35,4.61
CHEMBL376986,CCCCC12CCC(=O)C(C#N)=C1c1ccc(O)cc1C2,IC50,'=',38,nM,281.36,3.76
CHEMBL70117,O=S1(=O)c2cc(O)ccc2O[C@H](c2ccc(OCCN3CCCCC3)cc2)[C@@H]1c1ccc(O)cc1,IC50,'=',5950,nM,495.6,4.61
CHEMBL103650,Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(F)cc1,IC50,'=',421,nM,319.38,4.68
CHEMBL438443,COc1cc2c(=O)oc3c(C)c(O)ccc3c2cc1Br,IC50,'=',77,nM,335.15,3.73
CHEMBL202781,Cc1cc2c(cc1Br)c(=O)oc1c(C)c(O)ccc12,IC50,'=',215,nM,319.15,4.03
CHEMBL93326,O=C(N1CCc2cc(O)ccc2[C@H]1c1ccc(O)cc1)C(F)(F)F,IC50,'=',8.9,nM,337.3,3.13
CHEMBL1375019,Oc1c2c(nc3ccccc13)C(=C1CCCC1)CC2,IC50,'=',1688.84,nM,251.33,4.21
CHEMBL1580036,Cc1ccc(S(=O)(=O)Cc2ccc(C(=O)O)o2)cc1,IC50,'=',5221.62,nM,280.3,2.26
CHEMBL1541229,COc1ccccc1-c1nnc2sc(-c3cnccn3)nn12,IC50,'=',4149.61,nM,310.34,2.32
CHEMBL3195623,Oc1ccc(/C=N/c2ccc(N3CCOCC3)cc2)c(O)c1,IC50,'=',14432.57,nM,298.34,2.69
CHEMBL1606497,CCOC(=O)C1=C(C)NC(=O)NC1c1ccco1,IC50,'=',9283.8,nM,250.25,1.47
CHEMBL1416417,O=C1NCCCC2c3cc(O)c4ccccc4c3OC12N1CCCCC1,IC50,'=',13599.64,nM,352.43,3.11
CHEMBL1326210,Cn1nc([N+](=O)[O-])c2c(-c3nc4ccccc4s3)c(N)n(C3CCCCC3)c2c1=O,IC50,'=',6010.46,nM,424.49,4.01
CHEMBL447111,Cc1ccc(OCc2ccoc2C(=O)O)cc1C,IC50,'=',5863.56,nM,246.26,3.17
CHEMBL1406018,CCn1nnc(NC(=O)CSc2ccc(Cl)cc2)n1,IC50,'=',4649.82,nM,297.77,2.08
CHEMBL1601624,Cc1cc(C)c(C(=O)COc2cccnc2[N+](=O)[O-])cc1C,IC50,'=',7211.78,nM,300.31,3.18
CHEMBL1509357,O=C(Nc1nccs1)c1ccc2nccnc2c1,IC50,'=',14853.76,nM,256.29,2.34
CHEMBL1569742,O=C(Cc1cccs1)Nc1ccc(S(=O)(=O)N2CCCCC2)cc1,IC50,'=',2709.22,nM,364.49,3.1
CHEMBL1393131,O=C(O)c1cc(-c2ccco2)nc2ccc(Br)cc12,IC50,'=',9818.59,nM,318.13,3.96
CHEMBL1576748,COc1ccc(NC(=O)c2ccco2)cc1N,IC50,'=',10703.99,nM,232.24,2.12
CHEMBL3196509,Cc1ccccc1-n1c(SC/C(O)=C(\C#N)c2nc3ccccc3[nH]2)nnc1-c1ccncc1,IC50,'=',371.24,nM,465.54,5.1
CHEMBL216334,CC(C)(C)Cc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,IC50,'=',141,nM,342.39,4.1
CHEMBL1542128,CCCC1=NN2C(=N)/C(=C\c3ccc(SCc4ccco4)o3)C(=O)N=C2S1,IC50,'=',2651.11,nM,400.49,4.58
CHEMBL1583667,CCCNCC1COc2ccccc2O1,IC50,'=',4104.36,nM,243.73,1.83
CHEMBL121879,CN1CCCN(c2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)CC1,IC50,'=',365,nM,448.59,5.21
CHEMBL449038,O=C(CCl)Nc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,IC50,'=',2360,nM,537.08,7.11
CHEMBL389907,CS(=O)(=O)c1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,IC50,'=',1800,nM,523.68,6.33
CHEMBL264349,CC1=C2c3ccc4[nH]ncc4c3CC2(Cc2ccccc2)CCC1=O,IC50,'=',1200,nM,328.42,4.48
CHEMBL385514,CCCCC1=C2c3ccc(O)cc3CC2(Cc2ccccc2)CCC1=O,IC50,'=',310,nM,346.47,5.48
CHEMBL498082,CCCC[C@@H]1C[C@H]1[C@@H](N)c1ccc(-c2ccc(O)cc2)cc1F,IC50,'=',15030,nM,349.88,5.02
CHEMBL455215,O/N=C/c1ccc(-c2ccc(O)cc2)cc1F,IC50,'=',32.3,nM,231.23,3.01
CHEMBL240369,O=C(C1CC1)N1CC(c2ccc(O)cc2)Cc2ccc(O)cc21,IC50,'=',2950,nM,309.37,3.18
CHEMBL240157,CS(=O)(=O)N1CC(c2ccc(O)cc2)Cc2ccc(O)cc21,IC50,'=',520,nM,319.38,2.2
CHEMBL203123,C=CCC1(C)Oc2c(ccc(O)c2C)-c2c(C)cc(O)c(C)c21,IC50,'=',13,nM,310.39,4.87
CHEMBL202415,C/C=C/[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,IC50,'=',96,nM,316.49,4.23
CHEMBL1627353,C[C@]12CC[C@@H]3c4ccc(O)cc4C(O)[C@@H](Sc4ccc(Br)cc4)[C@H]3[C@@H]1CC[C@@H]2O,IC50,'=',63,nM,475.45,5.63
CHEMBL91740,CCCc1ccc(S(=O)(=O)N2CCc3cc(O)ccc3C2c2ccc(OCCN3CCCC3)cc2)cc1,IC50,'=',133,nM,520.7,5.16
CHEMBL398634,C=C[C@]12CCC(C)=CC1=CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,IC50,'=',53,nM,312.5,5.42
CHEMBL430395,C=C[C@]12CCC(Cl)=CC1=CC[C@H]1[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]12,IC50,'=',64,nM,318.89,5.21
CHEMBL211349,CC[C@@]12CCC(=O)C(c3ccccc3)=C1c1ccc3[nH]ncc3c1C2,IC50,'=',1.4,nM,328.42,4.79
CHEMBL379567,CCC12CCC(=O)C(C)=C1c1ccc3[nH]ncc3c1C2=O,IC50,'=',31.8,nM,280.33,3.29
CHEMBL211837,CCC12CCC(=O)C(C)=C1c1ccc3[nH]nc(Cl)c3c1C2,IC50,'=',42.5,nM,300.79,4.31
CHEMBL3234615,Cc1cccc(N=C(c2ccc(O)cc2)c2ccc(O)cc2)c1,IC50,'=',41,nM,303.36,4.58
CHEMBL3234621,Oc1ccc(C(=Nc2ccc(F)cc2)c2ccc(O)cc2)cc1,IC50,'=',7,nM,307.32,4.41
CHEMBL3234626,Oc1ccc(/C(=N\c2ccccc2)c2ccc(O)cc2O)cc1,IC50,'=',6,nM,305.33,3.97
CHEMBL3234629,Cc1ccc(/N=C(\c2ccc(O)cc2)c2ccc(O)cc2O)cc1,IC50,'=',241,nM,319.36,4.28
CHEMBL1096975,CCOC(=O)C1(C(=O)OCC)Cc2ccc([C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@@]43C)cc2C1,IC50,'=',1083.93,nM,532.68,5.35
CHEMBL1087545,Oc1ccc2c(c1)O[C@H](c1ccc(OCCN3CCCCCC3)cc1)C1=C2CCOc2cc(O)ccc21,IC50,'=',19,nM,499.61,6.18
CHEMBL4544403,CS(=O)(=O)c1ccc(C(CCCCO)=C(c2ccccc2)c2ccccc2)cc1,IC50,'=',1400,nM,406.55,5.21
CHEMBL83623,Oc1ccc2c(c1)S[C@H](c1cccs1)[C@H](c1ccc(OCCN3CCCCC3)cc1)O2,IC50,'=',162,nM,453.63,6.29
CHEMBL206648,O=c1c2c(O)cc(O)cc2ncn1-c1ccc(O)cn1,IC50,'=',3531,nM,271.23,0.9
CHEMBL206131,O=c1c2c(O)cc(O)cc2ncn1-c1ccc(O)cc1Cl,IC50,'=',263,nM,304.69,2.16
CHEMBL206286,Nc1cc(O)cc2ncn(-c3ccc(O)cc3)c(=O)c12,IC50,'=',8242,nM,269.26,1.38
CHEMBL425231,O=c1c2ccc(O)cc2nc(-c2ccc(O)cc2)n1-c1ccc(O)cc1,IC50,'=',440553,nM,346.34,3.17
CHEMBL3264936,CCn1c(CCCc2ccc(-c3ccc(NS(=O)(=O)c4ccc(-c5ccc(OC)cc5)cc4)cc3)cc2)nn(Cc2ccc(C(C)(C)C)cc2)c1=O,IC50,'=',34800,nM,714.93,8.73
CHEMBL204024,Cc1cc(O)cc2c1-c1ccc(O)c(C)c1OC2CC(C)C,IC50,'=',49,nM,298.38,4.86
CHEMBL204272,O=c1oc2c(Cl)c(O)ccc2c2cc(F)c(O)c(Cl)c12,IC50,'=',180,nM,315.08,3.8
CHEMBL205934,Cc1c(O)cc(C)c2c1oc(=O)c1c(C)c(O)ccc12,IC50,'=',6.7,nM,270.28,3.28
CHEMBL204902,CCc1c(O)ccc2c1c(=O)oc1c(C)c(O)ccc12,IC50,'=',14,nM,270.28,3.23
CHEMBL206226,Cc1c(O)ccc2c1c(=O)oc1cc(O)ccc12,IC50,'=',49,nM,242.23,2.67
CHEMBL189002,Oc1ccc2nc(-c3ccc(O)c(F)c3)oc2c1,IC50,'=',39,nM,245.21,3.05
CHEMBL394614,O/N=C/c1ccc(-c2ccc(O)cc2)c2occc12,IC50,'=',457,nM,253.26,3.61
CHEMBL394357,O/N=C/c1ccc(-c2ccc(O)cc2)c2ccsc12,IC50,'=',4,nM,269.32,4.08
CHEMBL30574,O=C1c2ccc(O)cc2O[C@H](c2ccc(OCCN3CCCCC3)cc2)[C@@H]1c1ccccc1,IC50,'=',10000,nM,443.54,5.36
CHEMBL83060,Oc1ccc2c(c1)S[C@H](c1cccnc1)[C@H](c1ccc(OCCN3CCCCC3)cc1)O2,IC50,'=',8254,nM,448.59,5.62
CHEMBL1627356,CN(C)C(=O)/C=C/c1ccc(S[C@@H]2Cc3cc(O)ccc3[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]32)cc1,IC50,'=',59,nM,477.67,5.48
CHEMBL1359893,COc1ccc(Cl)cc1NC(=O)c1ocnc1C,IC50,'=',8770,nM,266.68,2.9
CHEMBL219577,CC(C)Cc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,IC50,'=',37,nM,328.36,3.71
CHEMBL1310699,O=C(NC1CCCC1)c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,IC50,'=',477.64,nM,373.41,4.82
CHEMBL437695,C[C@@H]1CCN(CCOc2ccc([C@@H]3c4ccc(O)cc4CC[C@@H]3c3ccccc3)cc2)C1,IC50,'=',0.6,nM,427.59,5.97
CHEMBL234524,O=C1c2ccc(O)cc2C(=O)N1c1ccc(O)cc1,IC50,'=',1980,nM,255.23,1.9
CHEMBL365045,Oc1cc(-c2ccco2)c2oc(-c3ccc(O)c(F)c3)nc2c1,IC50,'=',313,nM,311.27,4.31
CHEMBL3099429,CCCOC(=O)[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,IC50,'=',9.8,nM,342.48,4.82
CHEMBL471626,Oc1ccc(C2=C(c3ccc(OCCN4CCCC4)cc3)c3ccc(F)cc3OCC2)cc1,IC50,'=',0.7,nM,445.53,5.75
CHEMBL363963,C=Cc1cc(O)cc2nc(-c3ccc(O)c(F)c3F)oc12,IC50,'=',3.7,nM,289.24,3.83
CHEMBL362428,C[C@@H]1c2ccc(O)cc2O[C@@H](c2ccc(OCCN3CCCCC3)cc2)[C@H]1c1ccc(O)cc1,IC50,'=',13,nM,459.59,5.98
CHEMBL371012,Oc1ccc(-c2c(-c3ccccc3)[nH]c3ccccc23)cc1,IC50,'=',1.12,nM,285.35,5.21
CHEMBL199599,Cn1cccc1-c1nc2ccccc2n1-c1ccc(O)cc1,IC50,'=',28.1,nM,289.34,3.74
CHEMBL183067,C[C@@H]1CCN([C@@H](C)COc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3cccc(O)c3)cc2)C1,IC50,'=',69,nM,477.63,6.17
CHEMBL183044,C[C@H](CN1CCCC1)Oc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,IC50,'=',363,nM,463.6,5.93
CHEMBL400480,C=C[C@]12CCC(=C)C=C1CC[C@H]1[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]12,IC50,'=',120,nM,298.47,5.03
CHEMBL377616,CCC12CCC(=O)C=C1c1ccc3[nH]ncc3c1C2,IC50,'=',618,nM,252.32,3.26
CHEMBL226329,Nc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,IC50,'=',48.6,nM,460.6,6.51
CHEMBL4087989,Oc1ccc2cc3nc4ccccc4c(-c4ccccc4)c3cc2c1,IC50,'=',154,nM,357.84,5.91
CHEMBL4224880,O=C(O)/C=C/c1ccc(C2=C(c3ccc(O)cc3)CCSc3cc(F)ccc32)cc1,IC50,'=',3.1,nM,418.49,6.08
CHEMBL1407268,COCCn1c(C)cc(C(=O)COC(=O)c2cc3c(s2)CCC3)c1C,IC50,'=',14854.99,nM,361.46,3.34
CHEMBL470993,Oc1ccc(C2=C(c3ccc(OCCN4CCC4)cc3)c3ccccc3OCC2)cc1,IC50,'=',5.9,nM,413.52,5.22
CHEMBL469510,COc1ccc2c(c1)OCCC(c1ccc(O)cc1)=C2c1ccc(OCCN2CCCC2)cc1,IC50,'=',3.63,nM,457.57,5.62
CHEMBL3208992,CN1C(=O)CC(C(=O)O)S/C1=N/c1cc(Cl)c(O)c(Cl)c1,IC50,'=',26902.65,nM,349.2,2.74
CHEMBL1397845,CN1C(=O)CSc2ccc(NC(=O)N3CCC(N4CCCCC4)CC3)cc21,IC50,'=',6242.64,nM,388.54,3.24
CHEMBL1518838,O=C(c1cc2c(s1)CCC2)N1CCN(c2ccccc2)CC1,IC50,'=',3873.39,nM,312.44,3.2
CHEMBL1480378,Cc1ccnc(NS(=O)(=O)c2ccc(NC(=O)Cc3cccs3)cc2)n1,IC50,'=',3094.22,nM,388.47,2.83
CHEMBL1478395,O=C1NC(=S)SC1=C1CCCC1,IC50,'=',240.33,nM,199.3,1.96
CHEMBL1498999,CCCNC(=O)c1ccc(-c2nc3ccccc3s2)s1,IC50,'=',102459.88,nM,302.42,4.16
CHEMBL1439640,COc1ccc(Cc2nnc(NC(=O)Cc3cccs3)s2)cc1,IC50,'=',72.52,nM,345.45,3.38
CHEMBL1440196,Cc1ccc(-n2c(SCc3cc(=O)n4ccsc4n3)nnc2-c2cccnc2)c(C)c1,IC50,'=',721.07,nM,446.56,4.31
CHEMBL391619,CCCN1CC(c2ccc(O)cc2)Cc2ccc(O)cc21,IC50,'=',140,nM,283.37,3.65
CHEMBL193010,Oc1cccc(-c2ccc3c(O)cccc3c2)c1,IC50,'=',205,nM,236.27,3.92
CHEMBL250110,CC1=CC2=CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CC1,IC50,'=',9.4,nM,286.46,4.87
CHEMBL398455,C=C[C@]12CC[C@](C)(O)CC1=CC[C@H]1[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]12,IC50,'=',255,nM,316.49,4.23
CHEMBL1083326,CC(C)=CCc1c([C@H]2CCc3ccc(O)cc3O2)cc(O)c(O)c1CC=C(C)C,IC50,'=',96000,nM,394.51,5.89
CHEMBL206772,COc1cc(O)c2c(=O)n(-c3ccc(O)cc3)c(=S)[nH]c2c1,IC50,'=',72848,nM,316.34,2.47
CHEMBL206814,CCCCc1nc2cc(O)cc(O)c2c(=O)n1-c1ccc(O)cc1,IC50,'=',249,nM,326.35,2.85
CHEMBL204119,Cc1cc(C)c2c(c1)c(=O)oc1c(C)c(O)ccc12,IC50,'=',20,nM,254.28,3.58
CHEMBL513397,c1ccc(C2=C(c3ccc(OCCN4CCC4)cc3)c3ccccc3OCC2)cc1,IC50,'=',46.1,nM,397.52,5.51
CHEMBL457035,CC#C[C@@]1(O)CC[C@@]2(CC)c3ccc(OCc4ccncc4)cc3CC[C@@H]2C1,IC50,'=',3500,nM,375.51,4.81
CHEMBL3099432,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC=C2CO,IC50,'=',6.8,nM,284.4,3.78
CHEMBL284453,O=C1c2ccc(O)cc2O[C@H](c2ccc(OCCN3CCCCC3)cc2)[C@H]1c1ccc(O)cc1,IC50,'=',1947,nM,459.54,5.06
CHEMBL435696,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCC(F)(F)CC3)cc2)cc1,IC50,'=',275,nM,499.58,6.17
CHEMBL185480,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCC4(CC3)OCCO4)cc2)cc1,IC50,'=',267,nM,521.64,5.28
CHEMBL433769,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3C[C@H]4CCC[C@H]4C3)cc2)cc1,IC50,'=',18,nM,489.64,6.18
CHEMBL365625,N#CCc1cc(O)ccc1-c1noc2cc(O)ccc12,IC50,'=',96,nM,266.26,2.97
CHEMBL361272,Oc1ccc(-c2nc3cc(O)cc(/C=C\Br)c3o2)c(F)c1,IC50,'=',16,nM,350.14,4.41
CHEMBL187000,C/C=C\c1cc(O)cc2nc(-c3ccc(O)cc3F)oc12,IC50,'=',23,nM,285.27,4.08
CHEMBL367588,Oc1ccc(-c2cc3cc(O)ccc3o2)cc1,IC50,'=',6,nM,226.23,3.51
CHEMBL442037,Oc1ccc(-c2nc3cc(Cl)c(O)cc3o2)cc1,IC50,'=',157,nM,261.66,3.56
CHEMBL187207,Oc1cc(Br)c2oc(-c3ccc(O)c(F)c3)nc2c1,IC50,'=',3,nM,324.11,3.81
CHEMBL189658,N#Cc1cc(O)cc2nc(-c3ccc(O)cc3F)oc12,IC50,'=',2.4,nM,270.22,2.92
CHEMBL367350,CC[C@@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1,IC50,'=',25,nM,477.63,6.32
CHEMBL4212447,O=S(=O)(Oc1ccccc1Cl)C1CC2OC1C(c1ccc(/C=C/c3cc(O)cc(O)c3)cc1)=C2c1ccc(O)cc1,IC50,'=',4310,nM,589.07,6.49
CHEMBL85650,CC(C)C[C@H]1Sc2cc(O)ccc2O[C@H]1c1ccc(OCCN2CCCCC2)cc1,IC50,'=',38,nM,427.61,5.9
CHEMBL396118,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)n(C(=O)c2ccc(OCCN3CCCCC3)cc2)c2ccccc12,IC50,'=',2236,nM,629.8,7.25
CHEMBL4094003,c1ccc(-c2c3ccccc3nc3cc4ccccc4cc23)cc1,IC50,'=',1690,nM,341.84,6.21
CHEMBL74757,CC1Oc2cc(O)ccc2N=C1c1ccc(O)cc1,IC50,'=',330,nM,255.27,3
CHEMBL1531320,O=C(NCc1ccco1)c1cc2ccc(O)cc2oc1=O,IC50,'=',3569.49,nM,285.25,2.02
CHEMBL316292,O=C(c1ccccc1)N1CCc2cc(O)ccc2C1c1ccc(OCCN2CCCC2)cc1,IC50,'=',2250,nM,442.56,4.65
CHEMBL329892,Oc1ccc([C@H]2Sc3c(ccc(O)c3F)O[C@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,IC50,'=',18,nM,481.59,6.07
CHEMBL1549732,COC(=O)c1[nH]c2ccc(C)cc2c1NC(=O)CN1CCCc2ccccc21,IC50,'=',1033.77,nM,377.44,3.65
CHEMBL77609,CCC1Oc2cc(O)cc(C)c2N=C1c1ccc(O)c(Br)c1,IC50,'=',90,nM,362.22,4.46
CHEMBL3211570,CC/C(=N/Nc1ccccc1)c1cnnc(-c2ccccc2)n1,IC50,'=',6116.8,nM,303.37,3.76
CHEMBL1525366,CCOC(=O)C1CCCN(C(=O)c2cc3ncc(Br)cn3n2)C1,IC50,'=',69.37,nM,381.23,1.91
CHEMBL1383746,O=C(c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1)N1CCC2(CC1)OCCO2,IC50,'=',8966.89,nM,431.45,4.13
