Molecule.ChEMBL.ID,Smiles,Standard.Type,Standard.Relation,Standard.Value,Standard.Units,Molecular.Weight,AlogP
CHEMBL3360844,O=C1[C@@H](c2ccc(O)cc2)[C@H](c2ccc(O)cc2)N1c1ccc(O)cc1,IC50,'=',4800,nM,347.37,3.68
CHEMBL4225102,O=C(/C=C/c1ccc(C2=C(c3ccc(O)cc3)CCOc3cc(F)ccc32)cc1)N1CCNCC1,IC50,'=',25,nM,470.54,4.72
CHEMBL4228923,O=C(/C=C/c1ccc(C2=C(c3ccc(O)cc3)CCOc3cc(F)ccc32)cc1)N1CCCC1,IC50,'=',2.4,nM,455.53,5.91
CHEMBL82483,O=c1c2cc(O)ccc2oc2c1oc1cc(O)ccc12,IC50,'=',192,nM,268.22,3.1
CHEMBL30439,Oc1ccc([C@@H]2Cc3ccc(O)cc3O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,IC50,'=',8.9,nM,445.56,5.42
CHEMBL90794,CC1CCCC(C)N1CCOc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2cccc(O)c2)cc1,IC50,'=',350,nM,491.65,6.71
CHEMBL1509500,COCCCn1c(Cc2csc(Nc3cccc(Cl)c3)n2)nnc1SCC(=O)OC1CCCCC1,IC50,'=',43.36,nM,536.12,5.73
CHEMBL1486827,O=C(Cc1cnn(-c2ccccc2)c1)c1ccc(O)c(O)c1O,IC50,'=',34547.61,nM,310.31,2.41
CHEMBL2071182,O=C(Oc1cccc2c(O)cccc12)c1ccc(Br)cc1,IC50,'=',4350,nM,343.18,4.53
CHEMBL1084746,CC(C)=CCc1c([C@H]2CCc3ccc(O)cc3O2)ccc(O)c1O,IC50,'=',41700,nM,326.39,4.38
CHEMBL1367590,O=C(COC(=O)c1cccc(S(=O)(=O)N2CCc3ccccc3C2)c1)NCc1ccco1,IC50,'=',24.16,nM,454.5,2.5
CHEMBL1597933,Cc1snc2sc(C(=O)c3ccc(Br)cc3)c(N)c12,IC50,'=',85.65,nM,353.27,4.24
CHEMBL1532996,CCOc1ccccc1N1CCN(S(=O)(=O)c2ccc3c4c(cccc24)C(=O)N3)CC1,IC50,'=',9190.68,nM,437.52,3.32
CHEMBL3360848,COc1cc([C@@H]2C(=O)N(c3ccc(O)cc3)[C@H]2c2ccc(O)cc2)cc(OC)c1OC,IC50,'=',23000,nM,421.45,4
CHEMBL3360849,COc1cc([C@H]2[C@H](c3ccc(O)cc3)C(=O)N2c2ccc(O)cc2)cc(OC)c1OC,IC50,'=',144000,nM,421.45,4
CHEMBL364110,CCCCOc1cc(-c2nc3ccc(O)cc3o2)ccc1O,IC50,'=',3660,nM,299.33,4.08
CHEMBL195991,CCN(CC)CCOc1ccc(Cn2c3ccccc3c3sc4cc(O)ccc4c32)cc1,IC50,'=',25,nM,444.6,6.48
CHEMBL212675,CCC12CCC(=O)C(C)=C1c1ccc(O)cc1C2,IC50,'=',28,nM,242.32,3.48
CHEMBL372411,Cc1nocc1-c1nc2ccccc2n1-c1ccc(O)cc1,IC50,'=',14.3,nM,291.31,3.69
CHEMBL59438,Oc1ccc(-c2ccc3cc(O)ccc3n2)cc1,IC50,'=',171,nM,237.26,3.31
CHEMBL197757,C=Cc1cc(-c2ccc(O)c(F)c2)nc2ccc(O)cc12,IC50,'=',44,nM,281.29,4.1
CHEMBL315761,Oc1ccc2c(c1)S[C@H](c1ccco1)[C@H](c1ccc(OCCN3CCCCC3)cc1)O2,IC50,'=',361,nM,437.56,5.82
CHEMBL4092300,Oc1cccc2c(-c3ccccc3)c3cc4ccccc4cc3nc12,IC50,'=',939,nM,357.84,5.91
CHEMBL4105062,Clc1ccc2c(-c3ccccc3)c3cc4ccccc4cc3nc2c1,IC50,'=',1977,nM,376.29,6.86
CHEMBL4646092,CCOC(=O)C1=C(N)Oc2cc(O)ccc2C1c1ccc(OCCN2CCCCC2)cc1,IC50,'=',60,nM,438.52,3.51
CHEMBL3927163,O=S(=O)(Nc1ccc(Oc2ccccc2)cc1)c1cccc(C(F)(F)F)c1,IC50,'=',23000,nM,393.39,5.3
CHEMBL214693,CCCCC12CCC(=O)C(Br)=C1c1ccc3[nH]nnc3c1C2,IC50,'=',1.8,nM,360.25,4.16
CHEMBL213070,CCCC12CCC(=O)C(Br)=C1c1ccc3[nH]nnc3c1C2,IC50,'=',43,nM,346.23,3.77
CHEMBL214034,CC[C@@]12CCC(=O)C(Br)=C1c1ccc3[nH]ncc3c1C2,IC50,'=',2.2,nM,331.21,3.98
CHEMBL427324,CC(C)[C@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,IC50,'=',13,nM,491.65,6.42
CHEMBL206773,O=c1[nH]c2cc(O)cc(O)c2c(=O)n1-c1ccc(O)cc1,IC50,'=',9379,nM,286.24,0.8
CHEMBL203370,O=c1c2ccc(O)cc2ncn1-c1ccc(O)cc1,IC50,'=',8609,nM,254.25,1.8
CHEMBL189287,Oc1ccc(-c2nc3cc(O)ccc3o2)c(O)c1,IC50,'=',25,nM,243.22,2.61
CHEMBL246138,C=C[C@]12CC[C@H](O)CC1=CC[C@H]1[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]12,IC50,'=',11,nM,302.46,3.84
CHEMBL4205171,O=S(=O)(Oc1ccc(Cl)cc1)C1CC2OC1C(c1ccc(/C=C/c3cc(O)cc(O)c3)cc1)=C2c1ccc(O)cc1,IC50,'=',1020,nM,589.07,6.49
CHEMBL4213948,O=S(=O)(Oc1cccc(C(F)(F)F)c1)C1CC2OC1C(c1ccc(/C=C/c3cc(O)cc(O)c3)cc1)=C2c1ccc(O)cc1,IC50,'=',42,nM,622.62,6.85
CHEMBL4206798,Cc1ccc(OS(=O)(=O)C2CC3OC2C(c2ccc(/C=C/c4cc(O)cc(O)c4)cc2)=C3c2ccc(O)cc2)cc1,IC50,'=',69,nM,568.65,6.14
CHEMBL4206281,COc1cc(/C=C/c2ccc(OS(=O)(=O)C3CC4OC3C(c3ccc(O)cc3)=C4c3ccc(O)cc3)cc2)cc(OC)c1,IC50,'=',934,nM,598.67,6.14
CHEMBL391910,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2ccccc12,IC50,'=',94,nM,398.51,5.22
CHEMBL240438,Cc1c([C@H](C)NC(=O)Cc2c(-c3ccccc3)[nH]c3ccccc23)n(Cc2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc12,IC50,'=',259,nM,640.83,8.14
CHEMBL437190,Cc1c([C@H](C)NC(=O)Cc2c(-c3ccccc3)[nH]c3ccccc23)n(Cc2ccc(OCCN3CC[C@H](C)C3)cc2)c2ccc(O)cc12,IC50,'=',522,nM,640.83,7.99
CHEMBL396119,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)n(Cc2ccc(OCCCCN3CCCCC3)cc2)c2ccccc12,IC50,'=',161,nM,643.87,8.39
CHEMBL241257,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2c(OCCCCCN3CCCCC3)cccc12,IC50,'=',2338,nM,567.77,7.26
CHEMBL205395,O=c1c2c(O)cc(O)c(I)c2ncn1-c1ccc(O)cc1,IC50,'=',4081,nM,396.14,2.11
CHEMBL370849,Oc1ccc2c(c1)sc1c3cc(O)ccc3n(Cc3ccc(OCCN4CCCC4)cc3)c21,IC50,'=',20.2,nM,458.58,5.94
CHEMBL2024376,C[C@H]1CCN(CCOc2ccc(C(=O)c3c(-c4ccc(O)cc4)sc4cc(O)ccc34)cc2)C1,IC50,'=',3.1,nM,473.59,5.93
CHEMBL1087547,Oc1ccc2c(c1)O[C@@H](c1ccc(OCCCN3CCCCC3)cc1)C1=C2CCOc2cc(O)ccc21,IC50,'=',19,nM,499.61,6.18
CHEMBL1083186,CN(C)CCOc1ccc([C@H]2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OCC3)cc1,IC50,'=',23,nM,445.52,4.87
CHEMBL1086389,CN(C)CCOc1ccc([C@H]2Oc3ccccc3C3=C2c2ccc(O)cc2OCC3)cc1,IC50,'=',105,nM,429.52,5.16
CHEMBL1088631,Oc1ccc2c(c1)O[C@@H](c1ccc(OCCN3CCCCC3)cc1)C1=C2CCOc2cc(O)ccc21,IC50,'=',16,nM,485.58,5.79
CHEMBL329630,O=C(N1CCc2cc(O)ccc2C1c1ccccc1)C(F)(F)F,IC50,'=',27.4,nM,321.3,3.43
CHEMBL188391,Oc1ccc(-c2nc3cc(O)ccc3o2)c(Cl)c1,IC50,'=',59,nM,261.66,3.56
CHEMBL189039,Oc1ccc(-c2nc3cc(O)cc(CBr)c3o2)cc1,IC50,'=',40,nM,320.14,3.8
CHEMBL182980,C[C@H]1CN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C[C@@H]1C,IC50,'=',37,nM,477.63,6.03
CHEMBL361226,COc1cc(O)cc2cc(-c3ccc(O)cc3)oc12,IC50,'=',10,nM,256.26,3.52
CHEMBL313849,O=C(N1CCc2cc(O)ccc2C1c1ccc(Br)cc1)C(F)(F)F,IC50,'=',22,nM,400.19,4.19
CHEMBL192218,N#Cc1cc(O)c(Cl)c2ccc(-c3ccc(O)cc3)cc12,IC50,'=',3,nM,295.73,4.44
CHEMBL77930,CCC1Oc2cc(O)cc(O)c2N=C1c1ccc(O)cc1,IC50,'=',120,nM,285.3,3.1
CHEMBL74758,CCC1Oc2cc(O)ccc2N=C1c1ccc(O)cc1,IC50,'=',200,nM,269.3,3.39
CHEMBL1082743,COc1ccc(C(=O)Oc2cccc3c(O)cccc23)cc1,IC50,'=',2670,nM,294.31,3.77
CHEMBL1084128,CCN(CC)CCOc1ccc([C@H]2Oc3ccccc3C3=C2c2ccc(O)cc2OCC3)cc1,IC50,'=',108,nM,457.57,5.94
CHEMBL183371,CC1(C)CCCN1CCOc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,IC50,'=',59,nM,477.63,6.32
CHEMBL433581,C[C@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4[C@@H](C)[C@@H]3c3ccc(O)cc3)cc2)C1,IC50,'=',19,nM,459.59,5.84
CHEMBL372030,Cc1c(O)ccc2cc(-c3ccc(O)cc3)ccc12,IC50,'=',17,nM,250.3,4.23
CHEMBL183889,CC(=O)c1cc(O)cc2cc(-c3ccc(O)cc3)oc12,IC50,'=',6,nM,268.27,3.71
CHEMBL195807,N#Cc1cc(-c2ccc(O)cc2)cc2ccc(O)c(Cl)c12,IC50,'=',6,nM,295.73,4.44
CHEMBL78413,O=c1c2cc(O)ccc2oc2c1oc1ccc(O)cc12,IC50,'=',44,nM,268.22,3.1
CHEMBL4592754,CS(=O)(=O)c1ccc(C(CCCCO)=C(c2ccc(F)cc2)c2ccc(F)cc2)cc1,IC50,'=',180,nM,442.53,5.49
CHEMBL363017,Oc1ccc2nc(-c3ccc(O)c4ccccc34)oc2c1,IC50,'=',1530,nM,277.28,4.06
CHEMBL360651,Oc1ccc2c(-c3ccc(O)c(Cl)c3)noc2c1,IC50,'=',10,nM,261.66,3.56
CHEMBL94280,Oc1ccc2c(c1)CCN(Cc1ccccc1)C2c1ccc(OCCN2CCCC2)cc1,IC50,'=',42.2,nM,428.58,5.01
CHEMBL91452,O=C(N1CCc2cc(O)ccc2C1c1cccs1)C(F)(F)F,IC50,'=',63.5,nM,327.33,3.49
CHEMBL2071183,O=C(/C=C/c1ccccc1)Oc1cccc2c(O)cccc12,IC50,'=',8940,nM,290.32,4.16
CHEMBL206439,CCC1Oc2c(ccc(O)c2C)-c2c(C)cc(O)cc21,IC50,'=',8,nM,270.33,4.23
CHEMBL381566,C#C[C@]1(O)CCC2C3CC=C4C[C@@H](O)CC[C@]4(C=C)C3CC[C@@]21C,IC50,'=',14,nM,326.48,3.84
CHEMBL207324,Oc1ccc2c(c1)O[C@@H](c1ccc(OCCN3CCCCC3)cc1)C1=C2COc2cc(O)ccc21,IC50,'=',1.3,nM,471.55,5.4
CHEMBL364551,COc1c(Br)c(O)c(Br)c2nc(-c3ccc(O)c(F)c3)oc12,IC50,'=',64,nM,433.03,4.58
CHEMBL389683,Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(Br)cc3)sc2c1,IC50,'=',66.7,nM,524.48,7.69
CHEMBL361601,CC(C)[C@@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,IC50,'=',13,nM,491.65,6.42
CHEMBL178559,CC[C@@H]1c2cc(O)ccc2O[C@@H](c2ccc(OCCN3CCCCC3)cc2)[C@H]1c1ccc(O)cc1,IC50,'=',171,nM,473.61,6.37
CHEMBL178470,C[C@@H]1c2cc(O)ccc2O[C@@H](c2ccc(OCCN3CCCCC3)cc2)[C@H]1c1ccc(O)cc1,IC50,'=',39,nM,459.59,5.98
CHEMBL188527,Oc1ccc2nc(-c3cccc4ccccc34)oc2c1,IC50,'=',1050,nM,261.28,4.35
CHEMBL185918,Oc1ccc2nc(-c3cccc4c(O)cccc34)oc2c1,IC50,'=',5,nM,277.28,4.06
CHEMBL189200,CCCc1cc(-c2noc3cc(O)ccc23)c(CCC)cc1O,IC50,'=',3.1,nM,311.38,4.81
CHEMBL362307,Oc1ccc2c(-c3cc(Cl)c(O)cc3O)noc2c1,IC50,'=',2,nM,277.66,3.27
CHEMBL240160,Oc1ccc(C2Cc3ccc(O)cc3NC2=S)cc1,IC50,'=',4900,nM,271.34,3.18
CHEMBL239938,CCN1CC(c2ccc(O)cc2)Cc2ccc(O)cc21,IC50,'=',83,nM,269.34,3.26
CHEMBL182794,CC(C)[C@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1,IC50,'=',15,nM,491.65,6.56
CHEMBL192154,N#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)cc12,IC50,'=',2.7,nM,279.27,3.93
CHEMBL362966,N#Cc1cc(-c2ccc(O)cc2)cc2ccc(O)c(Br)c12,IC50,'=',12,nM,340.18,4.55
CHEMBL364419,O=Cc1cc(O)cc2cc(-c3ccc(O)cc3)oc12,IC50,'=',6.6,nM,254.24,3.32
CHEMBL3234617,Oc1ccc(C(=Nc2ccccc2Cl)c2ccc(O)cc2)cc1,IC50,'=',19,nM,323.78,4.92
CHEMBL185012,N#Cc1cc(O)cc2cc(-c3ccc(O)c(F)c3)oc12,IC50,'=',1.1,nM,269.23,3.52
CHEMBL190682,O=C1C(c2ccc(O)cc2)=C(c2ccccc2)c2c(O)cc(O)cc21,IC50,'=',44,nM,330.34,3.96
CHEMBL373095,O=C1C(c2ccc(O)cc2)=C(c2ccccc2)c2cc(O)ccc21,IC50,'=',10,nM,314.34,4.25
CHEMBL379889,Cc1cc(O)cc2ncn(-c3ccc(O)cc3)c(=S)c12,IC50,'=',79,nM,284.34,3.47
CHEMBL196131,Oc1ccc2c(c1)sc1c3cc(O)ccc3n(Cc3ccc(OCCN4CCCCC4)cc3)c21,IC50,'=',11,nM,472.61,6.33
CHEMBL180995,C[C@@H]1CCN([C@@H](C)COc2ccc([C@@H]3Oc4ccc(O)c(F)c4[C@@H](C)[C@@H]3c3ccc(O)cc3)cc2)C1,IC50,'=',26,nM,491.6,6.37
CHEMBL361005,C[C@@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)c(F)c4[C@@H](C)[C@@H]3c3ccc(O)cc3)cc2)C1,IC50,'=',23,nM,477.58,5.98
CHEMBL202733,CCOc1cc(O)cc2ncn(-c3ccc(O)cc3)c(=O)c12,IC50,'=',44265,nM,298.3,2.2
CHEMBL371126,Cc1c(O)cc(C#N)c2cc(-c3ccc(O)c(F)c3)ccc12,IC50,'=',6,nM,293.3,4.24
CHEMBL198089,C=Cc1cc(-c2ccc(O)cc2)nc2ccc(O)cc12,IC50,'=',60,nM,263.3,3.96
CHEMBL198680,CCc1cc(-c2ccc(O)c(F)c2)nc2ccc(O)cc12,IC50,'=',79,nM,283.3,4.01
CHEMBL198204,C#Cc1cc(-c2cc(F)c(O)c(F)c2)nc2ccc(O)cc12,IC50,'=',750,nM,297.26,3.57
CHEMBL188528,Oc1ccc(-c2nc3cc(O)cc(Br)c3o2)cc1,IC50,'=',2,nM,306.12,3.67
CHEMBL186513,N#Cc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,IC50,'=',6,nM,252.23,2.78
CHEMBL364176,N#Cc1cc(O)cc2nc(-c3ccc(O)c(F)c3)oc12,IC50,'=',26,nM,270.22,2.92
CHEMBL450940,C=Cc1cc(O)cc2nc(-c3ccc(O)c(F)c3)oc12,IC50,'=',5,nM,271.25,3.69
CHEMBL204768,Cc1cc(O)c(Cl)c2c(=O)oc3c(Cl)c(O)ccc3c12,IC50,'=',18,nM,311.12,3.97
CHEMBL435090,CCCc1cc(O)ccc1-c1noc2cc(O)ccc12,IC50,'=',20,nM,269.3,3.86
CHEMBL188619,Oc1ccc2c(-c3ccccc3O)noc2c1,IC50,'=',254,nM,227.22,2.91
CHEMBL203283,Cc1cc(O)ccc1-n1cnc2cc(O)cc(O)c2c1=O,IC50,'=',422,nM,284.27,1.81
CHEMBL145576,CC1=C(c2ccc(O)cc2)C2(Cc3ccccc3C2)c2ccc(O)cc21,IC50,'=',5.9,nM,340.42,5.08
CHEMBL85536,Oc1ccc2c(c1)S[C@H](Cc1ccccc1)[C@H](c1ccc(OCCN3CCCCC3)cc1)O2,IC50,'=',60,nM,461.63,6.09
CHEMBL420244,O=S(=O)(c1ccccc1)N1CCc2cc(O)ccc2C1c1ccc(OCCN2CCCC2)cc1,IC50,'=',18.5,nM,478.61,4.2
CHEMBL309245,O=c1c2ccc(O)cc2oc2c1oc1cc(O)ccc12,IC50,'=',32,nM,268.22,3.1
CHEMBL464360,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O,IC50,'=',62000,nM,432.38,-0.64
CHEMBL92720,COc1ccc(C2Sc3cc(O)ccc3OC2c2ccc(OCCN3CCCCC3)cc2)cc1,IC50,'=',792,nM,477.63,6.23
CHEMBL307205,CC1(C)Oc2cc(O)ccc2N=C1c1ccc(O)cc1,IC50,'=',5600,nM,269.3,3.39
CHEMBL231811,O/N=C/c1ccc(-c2ccc(O)cc2)c2sccc12,IC50,'=',4,nM,269.32,4.08
CHEMBL365293,Oc1ccc(-c2noc3ccccc23)c(O)c1,IC50,'=',718,nM,227.22,2.91
CHEMBL187978,Oc1ccc(-c2nc3cc(O)cc(-c4cccs4)c3o2)cc1,IC50,'=',97,nM,309.35,4.63
CHEMBL188516,Oc1ccc(-c2nc3cc(O)cc(-c4ccco4)c3o2)cc1,IC50,'=',135,nM,293.28,4.17
CHEMBL126164,Oc1ccc([C@H]2Sc3cc(O)ccc3S[C@H]2c2ccc(OCCN3CCCC3)cc2)cc1,IC50,'=',266,nM,465.64,6.25
CHEMBL1087812,Oc1ccc2c(c1)O[C@@H](c1ccc(OCCN3CCOCC3)cc1)C1=C2CCOc2cc(O)ccc21,IC50,'=',11,nM,487.55,4.64
CHEMBL1085669,CC(C)N(CCOc1ccc([C@H]2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OCC3)cc1)C(C)C,IC50,'=',20,nM,501.62,6.42
CHEMBL1085172,CN1CCN(CCOc2ccc([C@@H]3Oc4cc(O)ccc4C4=C3c3ccc(O)cc3OCC4)cc2)CC1,IC50,'=',580,nM,500.6,4.55
CHEMBL206137,Cc1cc(-n2cnc3cc(O)cc(O)c3c2=S)ccc1O,IC50,'=',658,nM,300.34,3.18
CHEMBL187313,Oc1ccc2cc(-c3nc4cc(O)ccc4o3)ccc2c1,IC50,'=',521,nM,277.28,4.06
CHEMBL77466,CCC1Oc2cc(O)cc(O)c2N=C1c1ccc(O)c(Br)c1,IC50,'=',1100,nM,364.2,3.86
CHEMBL380362,Cc1cc(O)cc2c1-c1ccc(O)c(C)c1OC2C,IC50,'=',24,nM,256.3,3.84
CHEMBL205350,Cc1c(O)ccc2c1c(=O)oc1c(Br)c(O)ccc12,IC50,'=',67,nM,321.13,3.43
CHEMBL206764,O=c1c2c(O)cc(O)cc2ncn1-c1ccc(O)c(F)c1,IC50,'=',650,nM,288.23,1.64
CHEMBL382698,C=C(C)c1cc(O)cc2ncn(-c3ccc(O)cc3)c(=O)c12,IC50,'=',2302,nM,294.31,2.83
CHEMBL380359,O=c1c2c(CO)cc(O)cc2ncn1-c1ccc(O)cc1,IC50,'=',24,nM,284.27,1.29
CHEMBL202894,CCc1nc2cc(O)cc(O)c2c(=O)n1-c1ccc(O)cc1,IC50,'=',5752,nM,298.3,2.06
CHEMBL363177,Oc1cc(F)c(-c2ccc3c(Cl)c(O)ccc3c2)cc1F,IC50,'=',8.5,nM,306.69,4.85
CHEMBL420611,Oc1ccc2c(c1)SC(c1ccccc1)C(c1ccc(OCCN3CCCCC3)cc1)O2,IC50,'=',300,nM,447.6,6.22
CHEMBL190467,O=C1C(c2ccc(O)cc2)=C(Br)c2ccc(O)cc21,IC50,'=',20,nM,317.14,3.56
CHEMBL191841,CSC1=C(c2ccc(O)cc2)C(=O)c2cc(O)ccc21,IC50,'=',3,nM,284.34,3.53
CHEMBL185126,Cc1cc(O)cc2cc(-c3ccc(O)c(F)c3)oc12,IC50,'=',4,nM,258.25,3.96
CHEMBL179518,CCCN1CCN(c2ccc(C(=O)c3c(-c4ccc(O)cc4)sc4cc(O)ccc34)cc2)CC1,IC50,'=',29.37,nM,472.61,5.74
CHEMBL124474,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(CCCN3CCCCC3)cc2)cc1,IC50,'=',186,nM,461.63,6.48
CHEMBL201364,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43CC=O)C1CC[C@@H]2O,IC50,'=',1619,nM,318.46,3.24
CHEMBL204389,CO/C=C/[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,IC50,'=',1299,nM,332.48,3.81
CHEMBL381622,C=Cc1cc(OC)cc2c(=O)oc3c(C)c(O)ccc3c12,IC50,'=',53,nM,282.3,3.61
CHEMBL211614,CCCC[C@@]12CCC(=O)C(Br)=C1c1ccc(O)cc1C2,IC50,'=',1.5,nM,335.24,4.59
CHEMBL378675,CCCCC12CCC(=O)C(c3ccco3)=C1c1ccc(O)cc1C2,IC50,'=',3.1,nM,322.4,4.99
CHEMBL370236,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43/C=C/Cl)C1CC[C@@H]2O,IC50,'=',122,nM,336.9,4.4
CHEMBL202400,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43/C=C/F)C1CC[C@@H]2O,IC50,'=',22,nM,320.45,4.13
CHEMBL205920,CCc1cc(O)cc2ncn(-c3ccc(O)cc3)c(=S)c12,IC50,'=',156,nM,298.37,3.73
CHEMBL182402,C[C@@H]1CCN([C@@H](C)COc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,IC50,'=',52,nM,477.63,6.17
CHEMBL200903,Oc1ccc(-n2c(-c3cccs3)nc3ccccc32)cc1,IC50,'=',49.7,nM,292.36,4.46
CHEMBL394788,O=C1c2ccc(O)cc2C(=O)N1c1ccc(O)cc1[N+](=O)[O-],IC50,'=',92,nM,300.23,1.81
CHEMBL232022,O/N=C/c1cn(-c2ccc(O)cc2)c2ccccc12,IC50,'=',202,nM,252.27,3.14
CHEMBL201517,CCC[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,IC50,'=',132,nM,318.5,4.45
CHEMBL382632,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43CO)C1CC[C@@H]2O,IC50,'=',1754,nM,306.45,2.64
CHEMBL3589346,O=S(=O)(Oc1ccccc1)[C@H]1C[C@H]2O[C@@H]1C(c1ccc(O)cc1)=C2c1ccc(O)cc1,IC50,'=',581,nM,436.49,3.96
CHEMBL3589701,O=C(CCCCCCC(=O)Nc1ccc(C2=C(c3ccc(O)cc3)C3CC(S(=O)(=O)Oc4ccc5ccccc5c4)C2O3)cc1)NO,IC50,'=',7700,nM,656.76,6.19
CHEMBL210063,O=C1CCC2(Cc3ccccc3)Cc3cc(O)ccc3C2=C1c1ccc(OCCN2CCCCC2)cc1,IC50,'=',180,nM,493.65,6.32
CHEMBL214207,CN(C)CCOc1ccc(C2=C3c4ccc(O)cc4CC3(Cc3ccccc3)CCC2=O)cc1,IC50,'=',560,nM,453.58,5.39
CHEMBL197889,CC(=O)c1cc(-c2ccc(O)cc2)nc2ccc(O)cc12,IC50,'=',221,nM,279.3,3.52
CHEMBL3775016,C/C(=C(/c1ccc(O)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,IC50,'=',40,nM,399.53,5.85
CHEMBL245133,O=C1c2cc(O)cc(Br)c2C(=O)N1c1ccc(O)cc1,IC50,'=',1625,nM,334.12,2.66
CHEMBL246341,C[C@]12CC[C@H]3[C@@H](CC=C4[C@H]5CC=C[C@]43CC[C@@H]5O)[C@@H]1CC[C@@H]2O,IC50,'=',157,nM,314.47,3.84
CHEMBL238959,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2c(OCCCN3CCCCC3)cccc12,IC50,'=',3250,nM,539.72,6.48
CHEMBL187105,Oc1ccc2cc(-c3noc4cc(O)ccc34)ccc2c1,IC50,'=',1,nM,277.28,4.06
CHEMBL125119,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(C3CCNCC3)cc2)cc1,IC50,'=',115,nM,419.55,5.53
CHEMBL396948,O=C1c2ccc(O)cc2C(=O)N1c1ccc(O)c2ccccc12,IC50,'=',560,nM,305.29,3.05
CHEMBL369545,CC[C@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1,IC50,'=',38,nM,477.63,6.32
CHEMBL183086,CC[C@H](CN1CCCC1)Oc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,IC50,'=',114,nM,477.63,6.32
CHEMBL182690,C[C@@H]1CCN([C@@H](C)COc2ccc([C@@H]3Oc4ccc(O)c(F)c4S[C@@H]3c3cccc(O)c3)cc2)C1,IC50,'=',9.1,nM,495.62,6.31
CHEMBL184151,N#CCc1cc(O)cc2cc(-c3ccc(O)cc3)oc12,IC50,'=',14,nM,265.27,3.58
CHEMBL363498,N#Cc1cc(O)cc2cc(-c3ccc(O)cc3)oc12,IC50,'=',2.2,nM,251.24,3.38
CHEMBL183033,COc1cc(O)cc2cc(-c3ccc(O)c(F)c3)oc12,IC50,'=',10,nM,274.25,3.66
CHEMBL182850,Oc1cc(Br)c2oc(-c3ccc(O)c(F)c3)cc2c1,IC50,'=',0.35,nM,323.12,4.41
CHEMBL93207,O=C(c1ccccc1)N1Cc2cc(O)ccc2C(c2ccc(O)cc2)C1,IC50,'=',27.9,nM,345.4,3.89
CHEMBL206349,O=c1c2c(O)cc(O)cc2[nH]c(=S)n1-c1ccc(O)cc1,IC50,'=',6994,nM,302.31,2.17
CHEMBL219387,CCCCCCCCCc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,IC50,'=',113,nM,398.5,5.8
CHEMBL184431,OCC1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)CC1,IC50,'=',436,nM,493.63,5.15
